Month,Day,Hour,Timestamp (Hour Ending),Demand (MWh),UPDATED Demand (MWh),Demand Forecast (MWh),1 MW DC Output,1 MW AC Output,DC Array Output (W),AC System Output (W)
7,12,9,7/12/2020 9 a.m. MDT,100,100,103,0.599605188,0.577035688,599605.188,577035.688
7,12,10,7/12/2020 10 a.m. MDT,111,111,108,0.681831375,0.655824125,681831.375,655824.125
7,12,11,7/12/2020 11 a.m. MDT,110,110,113,0.725333313,0.697405688,725333.313,697405.688
7,12,12,7/12/2020 12 p.m. MDT,122,122,117,0.730512875,0.702351938,730512.875,702351.938
7,12,13,7/12/2020 1 p.m. MDT,125,125,120,0.54860175,0.528038188,548601.75,528038.188
7,12,14,7/12/2020 2 p.m. MDT,130,130,123,0.50218475,0.48336275,502184.75,483362.75
7,12,15,7/12/2020 3 p.m. MDT,118,118,125,0.391994781,0.376986281,391994.781,376986.281
7,12,16,7/12/2020 4 p.m. MDT,121,121,126,0.233178828,0.222872453,233178.828,222872.453
7,12,17,7/12/2020 5 p.m. MDT,118,118,128,0.188103031,0.178960375,188103.031,178960.375
7,12,18,7/12/2020 6 p.m. MDT,121,121,129,0.067456305,0.061056652,67456.305,61056.652
7,12,19,7/12/2020 7 p.m. MDT,123,123,127,0.013763634,0.008410711,13763.634,8410.711
7,12,20,7/12/2020 8 p.m. MDT,118,118,124,0,0,0,0
7,12,21,7/12/2020 9 p.m. MDT,116,116,120,0,0,0,0
7,12,22,7/12/2020 10 p.m. MDT,114,114,118,0,0,0,0
7,12,23,7/12/2020 11 p.m. MDT,110,110,112,0,0,0,0
7,13,0,7/13/2020 12 a.m. MDT,100,100,103,0,0,0,0
7,13,1,7/13/2020 1 a.m. MDT,100,100,97,0,0,0,0
7,13,2,7/13/2020 2 a.m. MDT,92,92,94,0,0,0,0
7,13,3,7/13/2020 3 a.m. MDT,93,93,91,0,0,0,0
7,13,4,7/13/2020 4 a.m. MDT,92,92,90,0,0,0,0
7,13,5,7/13/2020 5 a.m. MDT,93,93,90,0.018160711,0.012726097,18160.711,12726.097
7,13,6,7/13/2020 6 a.m. MDT,91,91,90,0.009029714,0.003763936,9029.714,3763.936
7,13,7,7/13/2020 7 a.m. MDT,97,97,94,0.025326355,0.019757076,25326.355,19757.076
7,13,8,7/13/2020 8 a.m. MDT,104,104,100,0.112948117,0.105577727,112948.117,105577.727
7,13,9,7/13/2020 9 a.m. MDT,110,110,106,0.231931203,0.221658063,231931.203,221658.063
7,13,10,7/13/2020 10 a.m. MDT,109,109,110,0.084458508,0.077705055,84458.508,77705.055
7,13,11,7/13/2020 11 a.m. MDT,115,115,115,0.077884133,0.071268758,77884.133,71268.758
7,13,12,7/13/2020 12 p.m. MDT,114,114,118,0.083097563,0.076372828,83097.563,76372.828
7,13,13,7/13/2020 1 p.m. MDT,118,118,121,0.254047703,0.243176969,254047.703,243176.969
7,13,14,7/13/2020 2 p.m. MDT,114,114,124,0.387407031,0.372547531,387407.031,372547.531
7,13,15,7/13/2020 3 p.m. MDT,119,119,126,0.036001871,0.030228424,36001.871,30228.424
7,13,16,7/13/2020 4 p.m. MDT,116,116,128,0.101596539,0.094475586,101596.539,94475.586
7,13,17,7/13/2020 5 p.m. MDT,121,121,130,0.15075375,0.142518109,150753.75,142518.109
7,13,18,7/13/2020 6 p.m. MDT,119,119,129,0.054450586,0.04831432,54450.586,48314.32
7,13,19,7/13/2020 7 p.m. MDT,120,120,127,0.009852103,0.004571246,9852.103,4571.246
7,13,20,7/13/2020 8 p.m. MDT,120,120,125,0,0,0,0
7,13,21,7/13/2020 9 p.m. MDT,116,116,121,0,0,0,0
7,13,22,7/13/2020 10 p.m. MDT,116,116,118,0,0,0,0
7,13,23,7/13/2020 11 p.m. MDT,107,107,112,0,0,0,0
7,14,0,7/14/2020 12 a.m. MDT,106,106,104,0,0,0,0
7,14,1,7/14/2020 1 a.m. MDT,99,99,98,0,0,0,0
7,14,2,7/14/2020 2 a.m. MDT,94,94,95,0,0,0,0
7,14,3,7/14/2020 3 a.m. MDT,91,91,92,0,0,0,0
7,14,4,7/14/2020 4 a.m. MDT,93,93,91,0,0,0,0
7,14,5,7/14/2020 5 a.m. MDT,94,94,91,0.033860418,0.028128264,33860.418,28128.264
7,14,6,7/14/2020 6 a.m. MDT,94,94,91,0.133489344,0.125655422,133489.344,125655.422
7,14,7,7/14/2020 7 a.m. MDT,99,99,95,0.300445594,0.288262125,300445.594,288262.125
7,14,8,7/14/2020 8 a.m. MDT,104,104,101,0.247013156,0.236334484,247013.156,236334.484
7,14,9,7/14/2020 9 a.m. MDT,108,108,107,0.594547063,0.572180813,594547.063,572180.813
7,14,10,7/14/2020 10 a.m. MDT,113,113,112,0.68099425,0.655023313,680994.25,655023.313
7,14,11,7/14/2020 11 a.m. MDT,118,118,116,0.502485406,0.483652406,502485.406,483652.406
7,14,12,7/14/2020 12 p.m. MDT,116,116,120,0.657865063,0.63288575,657865.063,632885.75
7,14,13,7/14/2020 1 p.m. MDT,119,119,123,0.601626063,0.578975063,601626.063,578975.063
7,14,14,7/14/2020 2 p.m. MDT,122,122,125,0.632693063,0.608770375,632693.063,608770.375
7,14,15,7/14/2020 3 p.m. MDT,124,124,127,0.518615688,0.499186406,518615.688,499186.406
7,14,16,7/14/2020 4 p.m. MDT,126,126,130,0.374319625,0.359880813,374319.625,359880.813
7,14,17,7/14/2020 5 p.m. MDT,128,128,131,0.207216344,0.197589469,207216.344,197589.469
7,14,18,7/14/2020 6 p.m. MDT,128,128,131,0.066512539,0.060132215,66512.539,60132.215
7,14,19,7/14/2020 7 p.m. MDT,128,128,129,0.014012269,0.008654745,14012.269,8654.745
7,14,20,7/14/2020 8 p.m. MDT,124,124,126,0,0,0,0
7,14,21,7/14/2020 9 p.m. MDT,118,118,123,0,0,0,0
7,14,22,7/14/2020 10 p.m. MDT,117,117,119,0,0,0,0
7,14,23,7/14/2020 11 p.m. MDT,113,113,113,0,0,0,0
7,15,0,7/15/2020 12 a.m. MDT,105,105,106,0,0,0,0
7,15,1,7/15/2020 1 a.m. MDT,102,102,100,0,0,0,0
7,15,2,7/15/2020 2 a.m. MDT,99,99,96,0,0,0,0
7,15,3,7/15/2020 3 a.m. MDT,98,98,94,0,0,0,0
7,15,4,7/15/2020 4 a.m. MDT,99,99,93,0,0,0,0
7,15,5,7/15/2020 5 a.m. MDT,98,98,93,0.028387125,0.02275974,28387.125,22759.74
7,15,6,7/15/2020 6 a.m. MDT,102,102,93,0.140781313,0.132779047,140781.313,132779.047
7,15,7,7/15/2020 7 a.m. MDT,104,104,97,0.317598688,0.304909625,317598.688,304909.625
7,15,8,7/15/2020 8 a.m. MDT,108,108,103,0.483837625,0.465681938,483837.625,465681.938
7,15,9,7/15/2020 9 a.m. MDT,113,113,109,0.614563625,0.591387438,614563.625,591387.438
7,15,10,7/15/2020 10 a.m. MDT,118,118,114,0.702870313,0.675943063,702870.313,675943.063
7,15,11,7/15/2020 11 a.m. MDT,116,116,118,0.750445375,0.721377125,750445.375,721377.125
7,15,12,7/15/2020 12 p.m. MDT,124,124,122,0.756207375,0.726874125,756207.375,726874.125
7,15,13,7/15/2020 1 p.m. MDT,126,126,125,0.723362625,0.6955235,723362.625,695523.5
7,15,14,7/15/2020 2 p.m. MDT,126,126,128,0.636611563,0.612525938,636611.563,612525.938
7,15,15,7/15/2020 3 p.m. MDT,131,131,130,0.529078125,0.509256875,529078.125,509256.875
7,15,16,7/15/2020 4 p.m. MDT,130,130,132,0.382163344,0.367473156,382163.344,367473.156
7,15,17,7/15/2020 5 p.m. MDT,137,137,134,0.2097415,0.200049625,209741.5,200049.625
7,15,18,7/15/2020 6 p.m. MDT,134,134,133,0.061454383,0.055177063,61454.383,55177.063
7,15,19,7/15/2020 7 p.m. MDT,131,131,131,0.013313268,0.007968671,13313.268,7968.671
7,15,20,7/15/2020 8 p.m. MDT,129,129,129,0,0,0,0
7,15,21,7/15/2020 9 p.m. MDT,128,128,125,0,0,0,0
7,15,22,7/15/2020 10 p.m. MDT,125,125,122,0,0,0,0
7,15,23,7/15/2020 11 p.m. MDT,117,117,115,0,0,0,0
7,16,0,7/16/2020 12 a.m. MDT,112,112,109,0,0,0,0
7,16,1,7/16/2020 1 a.m. MDT,104,104,104,0,0,0,0
7,16,2,7/16/2020 2 a.m. MDT,102,102,100,0,0,0,0
7,16,3,7/16/2020 3 a.m. MDT,96,96,98,0,0,0,0
7,16,4,7/16/2020 4 a.m. MDT,95,95,97,0,0,0,0
7,16,5,7/16/2020 5 a.m. MDT,95,95,96,0.033387195,0.027664145,33387.195,27664.145
7,16,6,7/16/2020 6 a.m. MDT,96,96,97,0.140694234,0.132694,140694.234,132694
7,16,7,7/16/2020 7 a.m. MDT,98,98,100,0.308317156,0.295903031,308317.156,295903.031
7,16,8,7/16/2020 8 a.m. MDT,106,106,107,0.461601438,0.4442365,461601.438,444236.5
7,16,9,7/16/2020 9 a.m. MDT,114,114,113,0.581283563,0.559445813,581283.563,559445.813
7,16,10,7/16/2020 10 a.m. MDT,115,115,118,0.664117688,0.63887225,664117.688,638872.25
7,16,11,7/16/2020 11 a.m. MDT,121,121,123,0.681675125,0.655674688,681675.125,655674.688
7,16,12,7/16/2020 12 p.m. MDT,132,132,127,0.358227719,0.344297469,358227.719,344297.469
7,16,13,7/16/2020 1 p.m. MDT,136,136,130,0.668016,0.642603938,668016,642603.938
7,16,14,7/16/2020 2 p.m. MDT,140,140,133,0.59649875,0.574054188,596498.75,574054.188
7,16,15,7/16/2020 3 p.m. MDT,142,142,135,0.495050625,0.476489219,495050.625,476489.219
7,16,16,7/16/2020 4 p.m. MDT,147,147,137,0.359704344,0.345727844,359704.344,345727.844
7,16,17,7/16/2020 5 p.m. MDT,150,150,139,0.201261031,0.191786484,201261.031,191786.484
7,16,18,7/16/2020 6 p.m. MDT,149,149,139,0.065593891,0.05923234,65593.891,59232.34
7,16,19,7/16/2020 7 p.m. MDT,149,149,136,0.013877141,0.008522118,13877.141,8522.118
7,16,20,7/16/2020 8 p.m. MDT,144,144,134,0,0,0,0
7,16,21,7/16/2020 9 p.m. MDT,141,141,130,0,0,0,0
7,16,22,7/16/2020 10 p.m. MDT,135,135,126,0,0,0,0
7,16,23,7/16/2020 11 p.m. MDT,126,126,120,0,0,0,0
7,17,0,7/17/2020 12 a.m. MDT,117,117,110,0,0,0,0
7,17,1,7/17/2020 1 a.m. MDT,112,112,104,0,0,0,0
7,17,2,7/17/2020 2 a.m. MDT,107,107,100,0,0,0,0
7,17,3,7/17/2020 3 a.m. MDT,102,102,98,0,0,0,0
7,17,4,7/17/2020 4 a.m. MDT,106,106,97,0,0,0,0
7,17,5,7/17/2020 5 a.m. MDT,102,102,96,0.030631518,0.024961307,30631.518,24961.307
7,17,6,7/17/2020 6 a.m. MDT,105,105,97,0.136522719,0.128619016,136522.719,128619.016
7,17,7,7/17/2020 7 a.m. MDT,110,110,100,0.308752219,0.296325281,308752.219,296325.281
7,17,8,7/17/2020 8 a.m. MDT,112,112,107,0.4682415,0.450642375,468241.5,450642.375
7,17,9,7/17/2020 9 a.m. MDT,121,121,113,0.589559375,0.567392563,589559.375,567392.563
7,17,10,7/17/2020 10 a.m. MDT,125,125,118,0.686769,0.660547375,686769,660547.375
7,17,11,7/17/2020 11 a.m. MDT,131,131,123,0.734694438,0.706344313,734694.438,706344.313
7,17,12,7/17/2020 12 p.m. MDT,137,137,127,0.74079775,0.7121705,740797.75,712170.5
7,17,13,7/17/2020 1 p.m. MDT,143,143,130,0.70467425,0.677667438,704674.25,677667.438
7,17,14,7/17/2020 2 p.m. MDT,139,139,133,0.623089188,0.5995635,623089.188,599563.5
7,17,15,7/17/2020 3 p.m. MDT,143,143,135,0.5137585,0.494509781,513758.5,494509.781
7,17,16,7/17/2020 4 p.m. MDT,144,144,137,0.367102906,0.352893375,367102.906,352893.375
7,17,17,7/17/2020 5 p.m. MDT,143,143,139,0.199192016,0.189770078,199192.016,189770.078
7,17,18,7/17/2020 6 p.m. MDT,142,142,139,0.05714248,0.050952211,57142.48,50952.211
7,17,19,7/17/2020 7 p.m. MDT,137,137,136,0.012294654,0.006968863,12294.654,6968.863
7,17,20,7/17/2020 8 p.m. MDT,129,129,134,0,0,0,0
7,17,21,7/17/2020 9 p.m. MDT,117,117,130,0,0,0,0
7,17,22,7/17/2020 10 p.m. MDT,114,114,126,0,0,0,0
7,17,23,7/17/2020 11 p.m. MDT,122,122,120,0,0,0,0
7,18,0,7/18/2020 12 a.m. MDT,110,110,112,0,0,0,0
7,18,1,7/18/2020 1 a.m. MDT,112,112,106,0,0,0,0
7,18,2,7/18/2020 2 a.m. MDT,104,104,101,0,0,0,0
7,18,3,7/18/2020 3 a.m. MDT,93,93,99,0,0,0,0
7,18,4,7/18/2020 4 a.m. MDT,90,90,97,0,0,0,0
7,18,5,7/18/2020 5 a.m. MDT,98,98,97,0.026892061,0.021293102,26892.061,21293.102
7,18,6,7/18/2020 6 a.m. MDT,104,104,96,0.135863031,0.127974531,135863.031,127974.531
7,18,7,7/18/2020 7 a.m. MDT,102,102,97,0.312030625,0.299506875,312030.625,299506.875
7,18,8,7/18/2020 8 a.m. MDT,108,108,101,0.475174188,0.457328781,475174.188,457328.781
7,18,9,7/18/2020 9 a.m. MDT,106,106,108,0.596857938,0.574398938,596857.938,574398.938
7,18,10,7/18/2020 10 a.m. MDT,114,114,114,0.683531563,0.657450563,683531.563,657450.563
7,18,11,7/18/2020 11 a.m. MDT,115,115,119,0.721148313,0.6934085,721148.313,693408.5
7,18,12,7/18/2020 12 p.m. MDT,118,118,123,0.7264285,0.698451625,726428.5,698451.625
7,18,13,7/18/2020 1 p.m. MDT,122,122,126,0.577583375,0.555891813,577583.375,555891.813
7,18,14,7/18/2020 2 p.m. MDT,123,123,129,0.481436281,0.463366875,481436.281,463366.875
7,18,15,7/18/2020 3 p.m. MDT,126,126,131,0.4420005,0.425317344,442000.5,425317.344
7,18,16,7/18/2020 4 p.m. MDT,128,128,133,0.313935063,0.301354906,313935.063,301354.906
7,18,17,7/18/2020 5 p.m. MDT,131,131,134,0.126886102,0.119202898,126886.102,119202.898
7,18,18,7/18/2020 6 p.m. MDT,129,129,136,0.062773227,0.056469137,62773.227,56469.137
7,18,19,7/18/2020 7 p.m. MDT,131,131,133,0.012552084,0.007221544,12552.084,7221.544
7,18,20,7/18/2020 8 p.m. MDT,130,130,131,0,0,0,0
7,18,21,7/18/2020 9 p.m. MDT,125,125,126,0,0,0,0
7,18,22,7/18/2020 10 p.m. MDT,125,125,123,0,0,0,0
7,18,23,7/18/2020 11 p.m. MDT,116,116,118,0,0,0,0
7,19,0,7/19/2020 12 a.m. MDT,113,113,110,0,0,0,0
7,19,1,7/19/2020 1 a.m. MDT,105,105,105,0,0,0,0
7,19,2,7/19/2020 2 a.m. MDT,103,103,100,0,0,0,0
7,19,3,7/19/2020 3 a.m. MDT,104,104,98,0,0,0,0
7,19,4,7/19/2020 4 a.m. MDT,99,99,96,0,0,0,0
7,19,5,7/19/2020 5 a.m. MDT,98,98,96,0.028966754,0.023328328,28966.754,23328.328
7,19,6,7/19/2020 6 a.m. MDT,100,100,95,0.128766703,0.121040742,128766.703,121040.742
7,19,7,7/19/2020 7 a.m. MDT,98,98,96,0.296753281,0.284677188,296753.281,284677.188
7,19,8,7/19/2020 8 a.m. MDT,103,103,100,0.035867801,0.030096943,35867.801,30096.943
7,19,9,7/19/2020 9 a.m. MDT,107,107,107,0.350351844,0.336667,350351.844,336667
7,19,10,7/19/2020 10 a.m. MDT,115,115,113,0.149357891,0.141155125,149357.891,141155.125
7,19,11,7/19/2020 11 a.m. MDT,116,116,118,0.07249193,0.065988609,72491.93,65988.609
7,19,12,7/19/2020 12 p.m. MDT,121,121,122,0.300926688,0.288729188,300926.688,288729.188
7,19,13,7/19/2020 1 p.m. MDT,126,126,125,0.082561766,0.07584832,82561.766,75848.32
7,19,14,7/19/2020 2 p.m. MDT,124,124,128,0.028384426,0.022757094,28384.426,22757.094
7,19,15,7/19/2020 3 p.m. MDT,127,127,129,0.036630207,0.030844611,36630.207,30844.611
7,19,16,7/19/2020 4 p.m. MDT,131,131,131,0.045493688,0.039535148,45493.688,39535.148
7,19,17,7/19/2020 5 p.m. MDT,131,131,133,0.210175938,0.200472859,210175.938,200472.859
7,19,18,7/19/2020 6 p.m. MDT,137,137,134,0.06440991,0.058072516,64409.91,58072.516
7,19,19,7/19/2020 7 p.m. MDT,134,134,132,0.012904101,0.007567063,12904.101,7567.063
7,19,20,7/19/2020 8 p.m. MDT,129,129,129,0,0,0,0
7,19,21,7/19/2020 9 p.m. MDT,131,131,125,0,0,0,0
7,19,22,7/19/2020 10 p.m. MDT,124,124,122,0,0,0,0
7,19,23,7/19/2020 11 p.m. MDT,117,117,117,0,0,0,0
7,20,0,7/20/2020 12 a.m. MDT,110,110,95,0,0,0,0
7,20,1,7/20/2020 1 a.m. MDT,101,101,89,0,0,0,0
7,20,2,7/20/2020 2 a.m. MDT,98,98,86,0,0,0,0
7,20,3,7/20/2020 3 a.m. MDT,96,96,84,0,0,0,0
7,20,4,7/20/2020 4 a.m. MDT,100,100,83,0,0,0,0
7,20,5,7/20/2020 5 a.m. MDT,95,95,83,0.027418912,0.021809945,27418.912,21809.945
7,20,6,7/20/2020 6 a.m. MDT,100,100,83,0.131894453,0.124097078,131894.453,124097.078
7,20,7,7/20/2020 7 a.m. MDT,101,101,86,0.304367438,0.292069313,304367.438,292069.313
7,20,8,7/20/2020 8 a.m. MDT,104,104,92,0.461705531,0.444336938,461705.531,444336.938
7,20,9,7/20/2020 9 a.m. MDT,100,100,97,0.5742825,0.552721,574282.5,552721
7,20,10,7/20/2020 10 a.m. MDT,104,104,102,0.65811925,0.633129188,658119.25,633129.188
7,20,11,7/20/2020 11 a.m. MDT,109,109,105,0.69711475,0.670440875,697114.75,670440.875
7,20,12,7/20/2020 12 p.m. MDT,112,112,109,0.719108313,0.69145975,719108.313,691459.75
7,20,13,7/20/2020 1 p.m. MDT,114,114,112,0.687738875,0.661475,687738.875,661475
7,20,14,7/20/2020 2 p.m. MDT,122,122,114,0.626473438,0.60280825,626473.438,602808.25
7,20,15,7/20/2020 3 p.m. MDT,114,114,116,0.322355813,0.309524594,322355.813,309524.594
7,20,16,7/20/2020 4 p.m. MDT,120,120,118,0.241820266,0.231282172,241820.266,231282.172
7,20,17,7/20/2020 5 p.m. MDT,124,124,120,0.205396328,0.195816141,205396.328,195816.141
7,20,18,7/20/2020 6 p.m. MDT,126,126,119,0.051310875,0.045237246,51310.875,45237.246
7,20,19,7/20/2020 7 p.m. MDT,125,125,117,0.008059806,0.00281178,8059.806,2811.78
7,20,20,7/20/2020 8 p.m. MDT,125,125,115,0,0,0,0
7,20,21,7/20/2020 9 p.m. MDT,117,117,111,0,0,0,0
7,20,22,7/20/2020 10 p.m. MDT,114,114,108,0,0,0,0
7,20,23,7/20/2020 11 p.m. MDT,108,108,103,0,0,0,0
7,21,0,7/21/2020 12 a.m. MDT,98,98,97,0,0,0,0
7,21,1,7/21/2020 1 a.m. MDT,95,95,100,0,0,0,0
7,21,2,7/21/2020 2 a.m. MDT,89,89,96,0,0,0,0
7,21,3,7/21/2020 3 a.m. MDT,89,89,94,0,0,0,0
7,21,4,7/21/2020 4 a.m. MDT,92,92,93,0,0,0,0
7,21,5,7/21/2020 5 a.m. MDT,94,94,93,0.023838508,0.018297346,23838.508,18297.346
7,21,6,7/21/2020 6 a.m. MDT,84,84,93,0.133423844,0.125591414,133423.844,125591.414
7,21,7,7/21/2020 7 a.m. MDT,85,85,97,0.308403031,0.295986375,308403.031,295986.375
7,21,8,7/21/2020 8 a.m. MDT,93,93,103,0.475398906,0.457545469,475398.906,457545.469
7,21,9,7/21/2020 9 a.m. MDT,99,99,109,0.606766625,0.583907688,606766.625,583907.688
7,21,10,7/21/2020 10 a.m. MDT,112,112,114,0.699057125,0.672297875,699057.125,672297.875
7,21,11,7/21/2020 11 a.m. MDT,109,109,118,0.747549313,0.718613875,747549.313,718613.875
7,21,12,7/21/2020 12 p.m. MDT,114,114,122,0.75333675,0.724135688,753336.75,724135.688
7,21,13,7/21/2020 1 p.m. MDT,124,124,125,0.716525063,0.688991938,716525.063,688991.938
7,21,14,7/21/2020 2 p.m. MDT,124,124,128,0.642569438,0.618235063,642569.438,618235.063
7,21,15,7/21/2020 3 p.m. MDT,124,124,130,0.532973938,0.513005719,532973.938,513005.719
7,21,16,7/21/2020 4 p.m. MDT,,132,132,0.383277813,0.368551719,383277.813,368551.719
7,21,17,7/21/2020 5 p.m. MDT,127,127,134,0.206940422,0.197320625,206940.422,197320.625
7,21,18,7/21/2020 6 p.m. MDT,129,129,133,0.055138164,0.048988125,55138.164,48988.125
7,21,19,7/21/2020 7 p.m. MDT,132,132,131,0.010335464,0.005045732,10335.464,5045.732
7,21,20,7/21/2020 8 p.m. MDT,127,127,129,0,0,0,0
7,21,21,7/21/2020 9 p.m. MDT,131,131,125,0,0,0,0
7,21,22,7/21/2020 10 p.m. MDT,126,126,122,0,0,0,0
7,21,23,7/21/2020 11 p.m. MDT,115,115,115,0,0,0,0
7,22,0,7/22/2020 12 a.m. MDT,107,107,108,0,0,0,0
7,22,1,7/22/2020 1 a.m. MDT,103,103,102,0,0,0,0
7,22,2,7/22/2020 2 a.m. MDT,101,101,98,0,0,0,0
7,22,3,7/22/2020 3 a.m. MDT,96,96,96,0,0,0,0
7,22,4,7/22/2020 4 a.m. MDT,101,101,95,0,0,0,0
7,22,5,7/22/2020 5 a.m. MDT,97,97,95,0.031207029,0.025525807,31207.029,25525.807
7,22,6,7/22/2020 6 a.m. MDT,98,98,95,0.0896235,0.082760445,89623.5,82760.445
7,22,7,7/22/2020 7 a.m. MDT,100,100,98,0.25439,0.243509891,254390,243509.891
7,22,8,7/22/2020 8 a.m. MDT,112,112,105,0.184164656,0.175120078,184164.656,175120.078
7,22,9,7/22/2020 9 a.m. MDT,138,138,111,0.595787875,0.573371875,595787.875,573371.875
7,22,10,7/22/2020 10 a.m. MDT,128,128,116,0.6832605,0.657191313,683260.5,657191.313
7,22,11,7/22/2020 11 a.m. MDT,122,122,121,0.726671688,0.698683875,726671.688,698683.875
7,22,12,7/22/2020 12 p.m. MDT,130,130,124,0.7316295,0.703418125,731629.5,703418.125
7,22,13,7/22/2020 1 p.m. MDT,128,128,127,0.583847625,0.561908125,583847.625,561908.125
7,22,14,7/22/2020 2 p.m. MDT,135,135,130,0.620355063,0.59694175,620355.063,596941.75
7,22,15,7/22/2020 3 p.m. MDT,141,141,132,0.405956781,0.390490094,405956.781,390490.094
7,22,16,7/22/2020 4 p.m. MDT,143,143,135,0.319686531,0.306935188,319686.531,306935.188
7,22,17,7/22/2020 5 p.m. MDT,143,143,137,0.114886945,0.107473477,114886.945,107473.477
7,22,18,7/22/2020 6 p.m. MDT,146,146,136,0.002391533,0,2391.533,0
7,22,19,7/22/2020 7 p.m. MDT,145,145,134,0,0,0,0
7,22,20,7/22/2020 8 p.m. MDT,141,141,131,0,0,0,0
7,22,21,7/22/2020 9 p.m. MDT,136,136,127,0,0,0,0
7,22,22,7/22/2020 10 p.m. MDT,135,135,124,0,0,0,0
7,22,23,7/22/2020 11 p.m. MDT,124,124,117,0,0,0,0
7,23,0,7/23/2020 12 a.m. MDT,114,114,108,0,0,0,0
7,23,1,7/23/2020 1 a.m. MDT,116,116,102,0,0,0,0
7,23,2,7/23/2020 2 a.m. MDT,107,107,98,0,0,0,0
7,23,3,7/23/2020 3 a.m. MDT,106,106,96,0,0,0,0
7,23,4,7/23/2020 4 a.m. MDT,109,109,95,0,0,0,0
7,23,5,7/23/2020 5 a.m. MDT,106,106,95,0.019443471,0.01398489,19443.471,13984.89
7,23,6,7/23/2020 6 a.m. MDT,106,106,95,0.128580328,0.120858602,128580.328,120858.602
7,23,7,7/23/2020 7 a.m. MDT,109,109,98,0.061318918,0.05504434,61318.918,55044.34
7,23,8,7/23/2020 8 a.m. MDT,111,111,105,0.218098359,0.208189734,218098.359,208189.734
7,23,9,7/23/2020 9 a.m. MDT,113,113,111,0.41347075,0.397754438,413470.75,397754.438
7,23,10,7/23/2020 10 a.m. MDT,118,118,116,0.489792781,0.471422188,489792.781,471422.188
7,23,11,7/23/2020 11 a.m. MDT,120,120,121,0.339626875,0.3262725,339626.875,326272.5
7,23,12,7/23/2020 12 p.m. MDT,125,125,124,0.727610563,0.6995805,727610.563,699580.5
7,23,13,7/23/2020 1 p.m. MDT,121,121,127,0.745722188,0.71687025,745722.188,716870.25
7,23,14,7/23/2020 2 p.m. MDT,128,128,130,0.669894063,0.6444015,669894.063,644401.5
7,23,15,7/23/2020 3 p.m. MDT,140,140,132,0.553977063,0.533206688,553977.063,533206.688
7,23,16,7/23/2020 4 p.m. MDT,136,136,148,0.39722275,0.382043531,397222.75,382043.531
7,23,17,7/23/2020 5 p.m. MDT,135,135,150,0.213721359,0.203926578,213721.359,203926.578
7,23,18,7/23/2020 6 p.m. MDT,138,138,149,0.054938668,0.048792625,54938.668,48792.625
7,23,19,7/23/2020 7 p.m. MDT,136,136,147,0.017709063,0.012282874,17709.063,12282.874
7,23,20,7/23/2020 8 p.m. MDT,130,130,144,0,0,0,0
7,23,21,7/23/2020 9 p.m. MDT,130,130,140,0,0,0,0
7,23,22,7/23/2020 10 p.m. MDT,111,111,137,0,0,0,0
7,23,23,7/23/2020 11 p.m. MDT,106,106,130,0,0,0,0
7,24,0,7/24/2020 12 a.m. MDT,99,99,116,0,0,0,0
7,24,1,7/24/2020 1 a.m. MDT,98,98,113,0,0,0,0
7,24,2,7/24/2020 2 a.m. MDT,105,105,109,0,0,0,0
7,24,3,7/24/2020 3 a.m. MDT,103,103,106,0,0,0,0
7,24,4,7/24/2020 4 a.m. MDT,104,104,105,0,0,0,0
7,24,5,7/24/2020 5 a.m. MDT,103,103,105,0.021558117,0.016059893,21558.117,16059.893
7,24,6,7/24/2020 6 a.m. MDT,106,106,105,0.134030781,0.126184414,134030.781,126184.414
7,24,7,7/24/2020 7 a.m. MDT,104,104,109,0.321583969,0.308775875,321583.969,308775.875
7,24,8,7/24/2020 8 a.m. MDT,110,110,116,0.496619531,0.478000969,496619.531,478000.969
7,24,9,7/24/2020 9 a.m. MDT,119,119,123,0.634101938,0.61012075,634101.938,610120.75
7,24,10,7/24/2020 10 a.m. MDT,120,120,128,0.736680375,0.70824025,736680.375,708240.25
7,24,11,7/24/2020 11 a.m. MDT,129,129,133,0.7869275,0.756160438,786927.5,756160.438
7,24,12,7/24/2020 12 p.m. MDT,132,132,138,0.7918785,0.760877063,791878.5,760877.063
7,24,13,7/24/2020 1 p.m. MDT,133,133,141,0.4662685,0.448739094,466268.5,448739.094
7,24,14,7/24/2020 2 p.m. MDT,140,140,144,0.666741688,0.641384125,666741.688,641384.125
7,24,15,7/24/2020 3 p.m. MDT,141,141,146,0.547594563,0.527069688,547594.563,527069.688
7,24,16,7/24/2020 4 p.m. MDT,144,144,149,0.38729525,0.372439375,387295.25,372439.375
7,24,17,7/24/2020 5 p.m. MDT,145,145,151,0.207216406,0.197589531,207216.406,197589.531
7,24,18,7/24/2020 6 p.m. MDT,139,139,150,0.055652613,0.049492266,55652.613,49492.266
7,24,19,7/24/2020 7 p.m. MDT,142,142,148,0.008330107,0.003077138,8330.107,3077.138
7,24,20,7/24/2020 8 p.m. MDT,139,139,145,0,0,0,0
7,24,21,7/24/2020 9 p.m. MDT,128,128,141,0,0,0,0
7,24,22,7/24/2020 10 p.m. MDT,126,126,137,0,0,0,0
7,24,23,7/24/2020 11 p.m. MDT,121,121,130,0,0,0,0
7,25,0,7/25/2020 12 a.m. MDT,113,113,118,0,0,0,0
