"PVWatts: Hourly PV Performance Data"
"Requested Location:","homestead florida"
"Location:","Lat, Lon: 25.45, -80.46"
"Lat (deg N):","25.45"
"Long (deg W):","80.46"
"Elev (m):","2.5999999046326"
"DC System Size (kW):","1000"
"Module Type:","Standard"
"Array Type:","1-Axis Tracking"
"Array Tilt (deg):","0"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Ground Coverage Ratio:","0.4"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.118"
"Capacity Factor (%)","21.2"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"6","21","15","282","330","27","5","639.471","39.276","512565.469","493360.969"
"6","21","16","178","245","27","4","436.288","36.396","354757.281","340935.469"
"6","21","17","180","144","26","4","326.662","32.661","270363.938","259040.703"
"6","21","18","70","53","26","3","99.99","27.783","84435.406","77682.445"
"6","21","19","0","0","26","3","0","26","0","0"
"6","21","20","0","0","26","2","0","26","0","0"
"6","21","21","0","0","26","2","0","26","0","0"
"6","21","22","0","0","26","2","0","26","0","0"
"6","21","23","0","0","26","2","0","26","0","0"
"6","22","0","0","0","26","2","0","26","0","0"
"6","22","1","0","0","26","2","0","26","0","0"
"6","22","2","0","0","26","2","0","26","0","0"
"6","22","3","0","0","26","1","0","26","0","0"
"6","22","4","0","0","26","1","0","26","0","0"
"6","22","5","0","0","26","2","0","26","0","0"
"6","22","6","382","54","27","2","292.794","33.204","240457.703","229956.328"
"6","22","7","620","85","27","2","703.879","44.581","548679","528112.5"
"6","22","8","739","102","27","2","873.978","49.921","662913.375","637719.313"
"6","22","9","508","266","28","2","816.497","49.964","619219.625","595852.875"
"6","22","10","840","124","28","2","978.332","53.698","727205.5","699193.688"
"6","22","11","858","130","29","2","991.776","55.405","730361.5","702207.375"
"6","22","12","862","132","29","2","993.62","55.484","731399.75","703198.688"
"6","22","13","868","119","29","2","992.688","55.467","730783.688","702610.5"
"6","22","14","848","114","29","2","978.625","55.131","721757.313","693990.188"
"6","22","15","808","105","29","2","939.014","54.152","696248.563","669612.688"
"6","22","16","691","110","29","2","836.201","51.582","628616.813","604863.063"
"6","22","17","556","87","29","1","636.793","49.808","482781.813","464664.094"
"6","22","18","281","48","29","1","202.43","36.465","163207.375","154675.063"
"6","22","19","0","0","28","1","0","28","0","0"
"6","22","20","0","0","28","2","0","28","0","0"
"6","22","21","0","0","28","2","0","28","0","0"
"6","22","22","0","0","28","3","0","28","0","0"
"6","22","23","0","0","28","3","0","28","0","0"
"6","23","0","0","0","28","3","0","28","0","0"
"6","23","1","0","0","27","2","0","27","0","0"
"6","23","2","0","0","27","2","0","27","0","0"
"6","23","3","0","0","27","2","0","27","0","0"
"6","23","4","0","0","27","1","0","27","0","0"
"6","23","5","0","0","27","1","0","27","0","0"
"6","23","6","402","51","28","1","298.262","35.496","242150.406","231603.406"
"6","23","7","630","81","28","1","707.613","48.725","539748.938","519523.781"
"6","23","8","25","223","28","1","218.213","36.251","177571.906","168690.234"
"6","23","9","805","112","28","1","941.815","54.874","695581.375","668974.75"
"6","23","10","840","121","29","1","975.33","59.313","702858.313","675931.625"
"6","23","11","438","413","29","1","862.415","56.449","631459.938","607588.438"
"6","23","12","378","444","30","1","822.441","55.916","603962.688","581217.313"
"6","23","13","256","474","30","2","740.242","49.906","561564.063","540499.875"
"6","23","14","346","393","30","2","759.295","50.141","575298","553696.5"
"6","23","15","294","328","30","2","649.354","47.508","498900.031","480198.281"
"6","23","16","496","178","30","2","713.321","48.767","544362.375","523961.219"
"6","23","17","274","133","29","3","413.894","39.061","331828.75","318711.969"
"6","23","18","124","53","29","3","134.609","31.882","111309.766","103975.672"
"6","23","19","0","0","29","3","0","29","0","0"
"6","23","20","0","0","29","3","0","29","0","0"
"6","23","21","0","0","29","3","0","29","0","0"
"6","23","22","0","0","29","3","0","29","0","0"
"6","23","23","0","0","28","3","0","28","0","0"
"6","24","0","0","0","28","3","0","28","0","0"
"6","24","1","0","0","28","3","0","28","0","0"
"6","24","2","0","0","28","3","0","28","0","0"
"6","24","3","0","0","28","3","0","28","0","0"
"6","24","4","0","0","28","3","0","28","0","0"
"6","24","5","0","0","28","2","0","28","0","0"
"6","24","6","304","63","28","2","260.624","33.38","213976.5","204175.094"
"6","24","7","558","101","29","2","666.515","45.527","517023.75","497653.719"
"6","24","8","689","122","29","1","853.607","55.09","629647.375","605851"
"6","24","9","0","20","29","1","16.558","31.787","13773.198","8420.098"
"6","24","10","393","380","30","1","790.946","51.903","593652.063","571321.688"
"6","24","11","315","469","30","1","792.063","54.837","585105.188","563115.813"
"6","24","12","215","504","30","2","719.243","49.311","547363.375","526847.313"
"6","24","13","472","403","30","2","889.811","53.235","663069.75","637869.063"
"6","24","14","379","377","30","2","775.899","50.957","585322.188","563324.125"
"6","24","15","541","240","30","3","824.96","49.41","627480.375","603773.563"
"6","24","16","400","207","30","3","651.617","45.676","505412.313","486471.844"
"6","24","17","167","143","29","3","313.626","36.616","254579.969","243694.625"
"6","24","18","277","48","29","4","201.597","32.784","165534.594","156946.188"
"6","24","19","0","0","29","4","0","29","0","0"
"6","24","20","0","0","28","4","0","28","0","0"
"6","24","21","0","0","28","4","0","28","0","0"
"6","24","22","0","0","28","4","0","28","0","0"
"6","24","23","0","0","28","4","0","28","0","0"
"6","25","0","0","0","28","4","0","28","0","0"
"6","25","1","0","0","28","4","0","28","0","0"
"6","25","2","0","0","28","4","0","28","0","0"
"6","25","3","0","0","28","4","0","28","0","0"
"6","25","4","0","0","28","4","0","28","0","0"
"6","25","5","0","0","28","4","0","28","0","0"
"6","25","6","290","65","29","3","256.138","33.719","209971.891","200274.078"
"6","25","7","544","105","29","3","658.15","43.543","515806.781","496482.031"
"6","25","8","678","128","29","2","849.801","51.139","640399.75","616156.125"
"6","25","9","752","143","29","2","933.562","53.675","694008.875","667471.125"
"6","25","10","797","152","29","2","973.119","54.843","718832.313","691196.125"
"6","25","11","821","156","30","2","980.46","56.076","719372.125","691711.813"
"6","25","12","828","157","30","2","984.519","56.191","721890.375","694117.25"
"6","25","13","820","154","30","2","979.162","56.075","718421.688","690803.875"
"6","25","14","796","148","30","2","971.1","55.87","713310.375","685920.5"
"6","25","15","750","136","30","2","926.253","54.784","684422.938","658303.313"
"6","25","16","673","119","30","3","829.909","49.85","629697.75","605899.25"
"6","25","17","537","93","29","3","627.618","44.164","490137.281","471754.25"
"6","25","18","265","50","29","3","200.472","33.939","163739.016","155193.906"
"6","25","19","0","0","29","3","0","29","0","0"
"6","25","20","0","0","29","3","0","29","0","0"
"6","25","21","0","0","28","4","0","28","0","0"
"6","25","22","0","0","28","4","0","28","0","0"
"6","25","23","0","0","28","3","0","28","0","0"
"6","26","0","0","0","28","3","0","28","0","0"
"6","26","1","0","0","28","3","0","28","0","0"
"6","26","2","0","0","28","2","0","28","0","0"
"6","26","3","0","0","28","2","0","28","0","0"
"6","26","4","0","0","28","2","0","28","0","0"
"6","26","5","0","0","28","2","0","28","0","0"
"6","26","6","313","62","29","1","262.28","35.413","213156.719","203376.578"
"6","26","7","556","102","29","1","665.53","48.374","508611.5","489553.156"
"6","26","8","676","128","29","1","847.812","54.931","625917.688","602275.438"
"6","26","9","741","149","29","1","928.835","57.756","675188.25","649468.063"
"6","26","10","767","171","29","2","962.553","54.579","712051.938","684718.063"
"6","26","11","786","181","29","2","975.533","54.977","720083.688","692391.5"
"6","26","12","789","185","29","2","973.977","54.975","718942.563","691301.5"
"6","26","13","792","174","30","2","977.148","56","717243","689677.813"
"6","26","14","352","393","30","2","765.244","50.94","577337.688","555655.813"
"6","26","15","85","336","29","2","407.304","40.506","324451.219","311557.125"
"6","26","16","185","246","29","2","444.143","40.373","354012.5","340213.906"
"6","26","17","488","105","29","2","589.755","44.146","460631.031","443300.188"
"6","26","18","219","54","28","2","189.239","33.366","155153.313","146813.516"
"6","26","19","0","0","28","2","0","28","0","0"
"6","26","20","0","0","28","2","0","28","0","0"
"6","26","21","0","0","28","2","0","28","0","0"
"6","26","22","0","0","28","2","0","28","0","0"
"6","26","23","0","0","28","2","0","28","0","0"
"6","27","0","0","0","28","2","0","28","0","0"
"6","27","1","0","0","28","2","0","28","0","0"
"6","27","2","0","0","28","3","0","28","0","0"
"6","27","3","0","0","28","2","0","28","0","0"
"6","27","4","0","0","28","2","0","28","0","0"
"6","27","5","0","0","28","1","0","28","0","0"
"6","27","6","321","60","28","0","262.511","36.457","212210.141","202454.516"
"6","27","7","567","97","28","0","669.579","52.159","501471.125","482675.313"
"6","27","8","382","227","29","0","635.483","54.335","470700.531","453014.219"
"6","27","9","772","132","29","1","942.178","57.352","686424","660217.313"
"6","27","10","100","432","29","1","525.308","47.116","404428.531","389012.313"
"6","27","11","165","493","29","1","661.67","49.297","503585.281","484711.938"
"6","27","12","96","493","29","1","588.961","47.796","451818.313","434795.438"
"6","27","13","443","406","29","1","863.556","55.075","637088.25","612982.75"
"6","27","14","477","339","29","1","847.993","55.66","623604.75","600057.875"
"6","27","15","495","257","29","2","796.456","50.372","602706.563","580011.938"
"6","27","16","327","224","29","2","578.475","44.883","450538.469","433560.125"
"6","27","17","521","95","28","2","616.104","44.207","481052.969","462997.313"
"6","27","18","260","50","28","2","199.047","33.705","162788.531","154266.281"
"6","27","19","0","0","28","2","0","28","0","0"
"6","27","20","0","0","28","3","0","28","0","0"
"6","27","21","0","0","28","3","0","28","0","0"
"6","27","22","0","0","28","2","0","28","0","0"
"6","27","23","0","0","27","2","0","27","0","0"
"6","28","0","0","0","27","2","0","27","0","0"
"6","28","1","0","0","27","1","0","27","0","0"
"6","28","2","0","0","27","1","0","27","0","0"
"6","28","3","0","0","27","1","0","27","0","0"
"6","28","4","0","0","27","1","0","27","0","0"
"6","28","5","0","0","27","1","0","27","0","0"
"6","28","6","379","53","28","1","284.765","35.082","231649.766","221384.094"
"6","28","7","617","84","28","1","698.901","48.428","533933.75","513929.25"
"6","28","8","733","104","28","0","870.148","60.475","622927.438","599408.375"
"6","28","9","102","356","28","0","445.56","48.701","340180.156","326808.844"
"6","28","10","383","385","29","0","786.24","57.676","571789.563","550326"
"6","28","11","378","430","29","0","815.944","60.271","584841","562862.063"
"6","28","12","33","411","29","0","443.961","49.285","337912.281","324610.344"
"6","28","13","291","466","29","1","767.023","51.905","575689.813","554072.938"
"6","28","14","435","351","29","1","817.711","54.492","605190.438","582395.313"
"6","28","15","392","302","29","1","720.144","52.031","540134.063","519894.188"
"6","28","16","484","183","29","1","707.712","51.321","532787.125","512825.969"
"6","28","17","592","79","29","1","660.232","49.963","500146.844","481399.5"
"6","28","18","328","44","29","1","220.805","37.121","177381.75","168504.766"
"6","28","19","0","0","29","2","0","29","0","0"
"6","28","20","0","0","29","2","0","29","0","0"
"6","28","21","0","0","29","2","0","29","0","0"
"6","28","22","0","0","28","2","0","28","0","0"
"6","28","23","0","0","28","2","0","28","0","0"
"6","29","0","0","0","28","2","0","28","0","0"
"6","29","1","0","0","28","2","0","28","0","0"
"6","29","2","0","0","28","2","0","28","0","0"
"6","29","3","0","0","27","2","0","27","0","0"
"6","29","4","0","0","27","2","0","27","0","0"
"6","29","5","0","0","27","2","0","27","0","0"
"6","29","6","393","51","28","2","288.118","34.1","235470.969","225103.406"
"6","29","7","629","80","28","1","704.478","48.597","537705.25","517557.781"
"6","29","8","745","99","28","1","876.197","54.892","647008.938","622488.25"
"6","29","9","809","111","28","1","945.271","57.356","688661.375","662357.313"
"6","29","10","69","413","29","1","474.528","45.699","368050.906","353811.375"
"6","29","11","298","469","29","1","775.219","52.245","580777.375","558959.625"
"6","29","12","214","505","30","1","719.144","52.799","537156.5","517029.875"
"6","29","13","370","430","30","2","809.72","51.306","609696.25","586718.375"
"6","29","14","834","121","30","2","971.581","55.43","715389.813","687907.375"
"6","29","15","299","328","30","2","654.365","48.228","500846.563","482073.594"
"6","29","16","725","97","30","2","849.651","52.092","636982.938","612881.875"
"6","29","17","591","79","30","2","659.597","48.014","504856.188","485936.156"
"6","29","18","318","45","29","2","213.731","35.233","173318.453","164541.016"
"6","29","19","0","0","29","2","0","29","0","0"
"6","29","20","0","0","29","2","0","29","0","0"
"6","29","21","0","0","29","2","0","29","0","0"
"6","29","22","0","0","29","2","0","29","0","0"
"6","29","23","0","0","28","3","0","28","0","0"
"6","30","0","0","0","28","3","0","28","0","0"
"6","30","1","0","0","28","3","0","28","0","0"
"6","30","2","0","0","28","3","0","28","0","0"
"6","30","3","0","0","28","3","0","28","0","0"
"6","30","4","0","0","28","3","0","28","0","0"
"6","30","5","0","0","28","3","0","28","0","0"
"6","30","6","377","52","28","2","280.657","33.905","229608.859","219397.406"
"6","30","7","617","83","29","2","697.366","46.35","538602.375","518420.781"
"6","30","8","736","101","29","1","869.654","55.635","639568.688","615359.75"
"6","30","9","803","114","29","1","942.536","58.196","683472.563","657394.188"
"6","30","10","175","418","30","1","598.878","50.13","453780.25","436689.063"
"6","30","11","431","413","30","1","855.764","55.852","628654.813","604899.5"
"6","30","12","316","481","30","2","797.254","51.38","600070.75","577482.438"
"6","30","13","321","456","30","2","786.888","50.968","593577.313","571249.875"
"6","30","14","795","147","30","2","968.904","55.306","713905.938","686489.563"
"6","30","15","743","139","30","2","922.579","54.691","682057.125","656040.063"
"6","30","16","178","248","30","2","439.652","42.775","346169.344","332613.875"
"6","30","17","110","147","29","1","268.164","37.567","216686.906","206815.063"
"6","30","18","33","53","29","1","72.474","30.759","60426.711","54170.199"
"6","30","19","0","0","28","1","0","28","0","0"
"6","30","20","0","0","28","1","0","28","0","0"
"6","30","21","0","0","28","1","0","28","0","0"
"6","30","22","0","0","27","1","0","27","0","0"
"6","30","23","0","0","27","2","0","27","0","0"
"7","1","0","0","0","27","3","0","27","0","0"
"7","1","1","0","0","27","3","0","27","0","0"
"7","1","2","0","0","27","3","0","27","0","0"
"7","1","3","0","0","27","3","0","27","0","0"
"7","1","4","0","0","27","2","0","27","0","0"
"7","1","5","0","0","27","2","0","27","0","0"
"7","1","6","0","40","27","1","31.468","26.042","26905.227","21306.018"
"7","1","7","8","136","28","1","127.407","30.32","106724.141","99491.109"
"7","1","8","85","257","28","0","334.95","40.149","267291.781","256054.5"
"7","1","9","377","319","28","0","721.838","54.186","535126.25","515076.563"
"7","1","10","271","427","29","0","717.036","57.053","523265.781","503662.781"
"7","1","11","12","246","29","0","252.166","42.51","198830.828","189418.063"
"7","1","12","2","145","29","0","146.85","35.277","120078.445","112548.93"
"7","1","13","13","256","29","1","261.481","36.057","212989.156","203213.359"
"7","1","14","22","319","29","1","317.846","38.271","256058.906","245132.938"
"7","1","15","7","208","29","1","183.899","34.46","150980.453","142739.453"
"7","1","16","0","140","28","0","115.446","32.375","95753.352","88758.922"
"7","1","17","20","131","28","0","135.628","32.513","112396.508","105038.352"
"7","1","18","0","37","28","0","29.571","28.262","25017.9","19454.457"
"7","1","19","0","0","28","0","0","28","0","0"
"7","1","20","0","0","27","0","0","27","0","0"
"7","1","21","0","0","27","1","0","27","0","0"
"7","1","22","0","0","27","1","0","27","0","0"
"7","1","23","0","0","27","1","0","27","0","0"
"7","2","0","0","0","27","1","0","27","0","0"
"7","2","1","0","0","27","1","0","27","0","0"
"7","2","2","0","0","27","1","0","27","0","0"
"7","2","3","0","0","28","1","0","28","0","0"
"7","2","4","0","0","28","1","0","28","0","0"
"7","2","5","0","0","28","1","0","28","0","0"
"7","2","6","79","64","28","1","120.251","29.942","100609.828","93510.328"
"7","2","7","215","155","28","1","390.191","38.811","313325.594","300763.5"
"7","2","8","551","179","28","2","771.381","47.507","592618.125","570329.125"
"7","2","9","645","201","28","2","895.344","51.585","673153.188","647520.625"
"7","2","10","257","430","28","2","706.099","47.334","542995.688","522646.75"
"7","2","11","291","471","28","2","770.316","48.372","589150.875","567000.375"
"7","2","12","30","402","28","2","431.957","40.151","344709.5","331199.031"
"7","2","13","12","242","29","2","246.794","35.385","201695.453","192209.844"
"7","2","14","0","79","29","2","70.943","30.182","59469.5","53232.336"
"7","2","15","2","167","29","2","141.938","31.502","118226.969","110738.961"
"7","2","16","157","249","28","2","420.279","37.962","339086.563","325748.719"
"7","2","17","181","143","28","2","326.29","36.395","265152.906","253975.266"
"7","2","18","0","33","28","2","25.942","28.208","21952.938","16447.295"
"7","2","19","0","0","28","3","0","28","0","0"
"7","2","20","0","0","27","3","0","27","0","0"
"7","2","21","0","0","27","3","0","27","0","0"
"7","2","22","0","0","27","3","0","27","0","0"
"7","2","23","0","0","27","3","0","27","0","0"
"7","3","0","0","0","27","3","0","27","0","0"
"7","3","1","0","0","27","3","0","27","0","0"
"7","3","2","0","0","27","3","0","27","0","0"
"7","3","3","0","0","27","3","0","27","0","0"
"7","3","4","0","0","27","3","0","27","0","0"
"7","3","5","0","0","27","3","0","27","0","0"
"7","3","6","79","64","27","3","120.33","28.473","101386.313","94269.938"
"7","3","7","180","157","27","3","342.194","33.985","281455.531","269819.031"
"7","3","8","237","256","27","3","526.078","38.754","422767.688","406739.625"
"7","3","9","572","241","28","3","855.873","47.584","657307.438","632351.813"
"7","3","10","775","166","28","3","966.062","50.738","729632.875","701511.625"
"7","3","11","317","462","28","3","787.294","47.046","606352.063","583509.875"
"7","3","12","433","433","28","3","866.158","48.392","662382.625","637211.188"
"7","3","13","308","461","28","3","778.798","46.635","601102.875","578472.938"
"7","3","14","297","410","28","3","727.359","45.294","565338.875","544127.75"
"7","3","15","250","340","28","3","617.934","42.725","486697.406","468438.688"
"7","3","16","651","128","28","3","820.345","47.001","631884.563","607995.438"
"7","3","17","486","101","28","3","584.226","42.178","460968.688","443625.969"
"7","3","18","267","51","28","3","204.108","32.905","167611.625","158973"
"7","3","19","0","0","28","3","0","28","0","0"
"7","3","20","0","0","28","4","0","28","0","0"
"7","3","21","0","0","28","4","0","28","0","0"
"7","3","22","0","0","27","4","0","27","0","0"
"7","3","23","0","0","27","4","0","27","0","0"
"7","4","0","0","0","27","4","0","27","0","0"
"7","4","1","0","0","27","4","0","27","0","0"
"7","4","2","0","0","27","4","0","27","0","0"
"7","4","3","0","0","27","4","0","27","0","0"
"7","4","4","0","0","27","3","0","27","0","0"
"7","4","5","0","0","27","3","0","27","0","0"
"7","4","6","275","56","27","3","230.25","31.071","191102.859","181885.109"
"7","4","7","307","142","28","4","457.234","37.041","370383.156","356069.656"
"7","4","8","167","262","28","4","442.836","37.181","358688.469","344743.813"
"7","4","9","249","351","28","4","627.19","41.018","498309.938","479629.719"
"7","4","10","449","355","28","4","833.512","45.636","646693.25","622185.813"
"7","4","11","408","417","29","4","836.864","47.073","644438.875","620026.125"
"7","4","12","259","495","29","3","754.153","47.001","580964.875","559139.688"
"7","4","13","768","191","29","3","969.638","51.563","729103.25","701005.875"
"7","4","14","380","378","29","3","777.766","47.82","596584.313","574136.25"
"7","4","15","322","323","29","3","672.319","45.046","523229.469","503627.813"
"7","4","16","272","237","28","3","540.177","40.841","429534.563","413277.594"
"7","4","17","53","141","28","3","191.982","32.514","159071.719","150638.547"
"7","4","18","3","50","28","3","48.071","28.264","40654.574","34790.82"
"7","4","19","0","0","28","4","0","28","0","0"
"7","4","20","0","0","28","4","0","28","0","0"
"7","4","21","0","0","28","4","0","28","0","0"
"7","4","22","0","0","28","4","0","28","0","0"
"7","4","23","0","0","28","5","0","28","0","0"
"7","5","0","0","0","28","5","0","28","0","0"
"7","5","1","0","0","28","5","0","28","0","0"
"7","5","2","0","0","28","5","0","28","0","0"
"7","5","3","0","0","28","5","0","28","0","0"
"7","5","4","0","0","28","5","0","28","0","0"
"7","5","5","0","0","28","5","0","28","0","0"
"7","5","6","231","66","28","5","207.844","30.962","172662.813","163901.406"
"7","5","7","528","105","28","5","642.422","39.701","513423.188","494186.906"
"7","5","8","118","261","28","4","393.389","36.5","319722.219","306969.813"
"7","5","9","461","280","28","4","784.788","44.194","613459.188","590328.063"
"7","5","10","346","404","29","4","768.987","45.591","596771.188","574315.625"
"7","5","11","400","420","29","3","828.025","48.485","632909.688","608978.063"
"7","5","12","311","484","29","3","795.054","47.887","609626.813","586651.75"
"7","5","13","303","462","29","3","774.718","47.364","595672.313","573260.938"
"7","5","14","205","430","29","3","642.013","44.361","501422.188","482628.156"
"7","5","15","496","257","29","3","797.838","47.535","612893.75","589785.688"
"7","5","16","336","224","28","3","587.947","42.211","464264.906","446806.219"
"7","5","17","154","145","28","3","305.046","35.258","249306.781","238565.688"
"7","5","18","23","53","28","3","68.613","29.034","57726.363","51524.352"
"7","5","19","0","0","28","4","0","28","0","0"
"7","5","20","0","0","28","4","0","28","0","0"
"7","5","21","0","0","28","4","0","28","0","0"
"7","5","22","0","0","28","4","0","28","0","0"
"7","5","23","0","0","28","4","0","28","0","0"
"7","6","0","0","0","28","4","0","28","0","0"
"7","6","1","0","0","28","3","0","28","0","0"
"7","6","2","0","0","28","3","0","28","0","0"
"7","6","3","0","0","27","3","0","27","0","0"
"7","6","4","0","0","27","2","0","27","0","0"
"7","6","5","0","0","27","2","0","27","0","0"
"7","6","6","87","62","27","2","120.796","28.65","101657.969","94535.68"
"7","6","7","77","155","28","2","228.658","32.922","189086.484","179919.25"
"7","6","8","64","248","28","1","304.573","36.718","247272.031","236586.313"
"7","6","9","0","73","27","1","60.242","28.485","50911.855","44846.164"
"7","6","10","0","83","27","1","75.356","27.762","63905.484","57578.367"
"7","6","11","0","73","27","1","70.842","27.692","60097.637","53847.781"
"7","6","12","0","121","27","1","120.899","29.271","101791.641","94666.445"
"7","6","13","13","257","27","1","262.573","33.937","216126.656","206269.391"
"7","6","14","23","326","27","1","325.735","36.501","264742.625","253576.406"
"7","6","15","145","350","27","1","502.868","42.016","397508.719","382320.125"
"7","6","16","195","247","27","1","455.426","41.38","361155.156","347133.125"
"7","6","17","170","144","27","1","318.111","37.128","257576.156","246608.422"
"7","6","18","0","42","27","1","35.835","27.773","30388.182","24722.623"
"7","6","19","0","0","27","1","0","27","0","0"
"7","6","20","0","0","27","1","0","27","0","0"
"7","6","21","0","0","27","2","0","27","0","0"
"7","6","22","0","0","27","2","0","27","0","0"
"7","6","23","0","0","27","2","0","27","0","0"
"7","7","0","0","0","27","3","0","27","0","0"
"7","7","1","0","0","27","3","0","27","0","0"
"7","7","2","0","0","27","3","0","27","0","0"
"7","7","3","0","0","27","3","0","27","0","0"
"7","7","4","0","0","26","3","0","26","0","0"
"7","7","5","0","0","26","3","0","26","0","0"
"7","7","6","28","60","27","3","77.802","27.461","65960.859","59591.816"
"7","7","7","2","127","27","3","112.794","28.488","95321.648","88336.523"
"7","7","8","23","216","27","3","210.184","30.877","175600.172","166766.906"
"7","7","9","0","104","26","4","86.197","27.023","73355.953","66834.75"
"7","7","10","0","104","26","5","94.623","26.847","80594.438","73922.344"
"7","7","11","0","100","26","6","97.107","26.813","82722.922","76006.086"
"7","7","12","0","107","26","7","106.914","26.898","91040.898","84147.586"
"7","7","13","7","177","26","7","178.391","28.059","151069.766","142826.656"
"7","7","14","25","332","26","7","346.669","30.841","289680.75","277808.969"
"7","7","15","66","328","26","6","379.66","32.111","315302","302681.281"
"7","7","16","5","176","26","4","154.311","28.846","130186.469","122428.141"
"7","7","17","0","99","26","4","83.168","26.842","70839.078","64369.895"
"7","7","18","0","37","26","4","29.595","25.528","25364.563","19794.561"
"7","7","19","0","0","26","4","0","26","0","0"
"7","7","20","0","0","26","4","0","26","0","0"
"7","7","21","0","0","26","4","0","26","0","0"
"7","7","22","0","0","26","4","0","26","0","0"
"7","7","23","0","0","26","4","0","26","0","0"
"7","8","0","0","0","26","5","0","26","0","0"
"7","8","1","0","0","26","5","0","26","0","0"
"7","8","2","0","0","26","5","0","26","0","0"
"7","8","3","0","0","26","5","0","26","0","0"
"7","8","4","0","0","26","4","0","26","0","0"
"7","8","5","0","0","26","4","0","26","0","0"
"7","8","6","12","58","27","4","59.412","27.033","50510.441","44452.723"
"7","8","7","116","156","27","4","283.556","31.996","235526.641","225157.578"
"7","8","8","16","205","27","3","192.401","30.879","160741.859","152268.734"
"7","8","9","176","359","28","3","543.03","39.789","434139.406","417725.688"
"7","8","10","67","410","28","3","469.241","38.926","376783.938","362266.406"
"7","8","11","20","343","29","3","355.505","37.148","288010.469","276186.688"
"7","8","12","126","504","29","3","630.023","43.136","495172.938","476607.063"
"7","8","13","365","433","29","3","807.351","47.719","619603.688","596221.188"
"7","8","14","39","368","29","3","397.391","38.904","319125.25","306390.656"
"7","8","15","299","329","29","4","655.759","42.522","517027.063","497656.906"
"7","8","16","619","141","29","3","804.699","47.718","617511.25","594214.5"
"7","8","17","480","108","28","3","588.964","42.249","464563.125","447093.906"
"7","8","18","216","55","28","3","190.394","32.596","156756.641","148378.703"
"7","8","19","0","0","28","3","0","28","0","0"
"7","8","20","0","0","28","3","0","28","0","0"
"7","8","21","0","0","28","3","0","28","0","0"
"7","8","22","0","0","28","3","0","28","0","0"
"7","8","23","0","0","27","3","0","27","0","0"
"7","9","0","0","0","27","3","0","27","0","0"
"7","9","1","0","0","27","4","0","27","0","0"
"7","9","2","0","0","27","3","0","27","0","0"
"7","9","3","0","0","27","3","0","27","0","0"
"7","9","4","0","0","27","3","0","27","0","0"
"7","9","5","0","0","27","2","0","27","0","0"
"7","9","6","294","57","27","2","236.697","31.729","195762.578","186427.5"
"7","9","7","498","112","28","2","614.583","43.173","482563.875","464454"
"7","9","8","52","240","28","1","284.014","37.806","229333.656","219129.5"
"7","9","9","145","359","28","1","511.822","43.089","402370.188","387021.875"
"7","9","10","2","150","29","1","139.141","33.976","114506.281","107101.281"
"7","9","11","15","291","29","1","299.152","37.167","242333.172","231781.234"
"7","9","12","69","473","29","1","541.903","45.005","421825.25","405828.969"
"7","9","13","468","406","30","1","887.853","56.506","649880.188","625238.625"
"7","9","14","766","168","30","1","961.342","59.691","691311.375","664891.625"
"7","9","15","719","155","30","1","923.458","58.953","666816","641455.313"
"7","9","16","640","134","30","1","817.685","56.01","600098.125","577508.75"
"7","9","17","494","105","29","1","597.88","48.657","456135.688","438962.313"
"7","9","18","224","54","29","1","191.895","35.974","155365.672","147020.813"
"7","9","19","0","0","29","1","0","29","0","0"
"7","9","20","0","0","28","1","0","28","0","0"
"7","9","21","0","0","28","2","0","28","0","0"
"7","9","22","0","0","28","2","0","28","0","0"
"7","9","23","0","0","28","2","0","28","0","0"
"7","10","0","0","0","28","2","0","28","0","0"
"7","10","1","0","0","27","3","0","27","0","0"
"7","10","2","0","0","27","3","0","27","0","0"
"7","10","3","0","0","27","2","0","27","0","0"
"7","10","4","0","0","27","2","0","27","0","0"
"7","10","5","0","0","27","2","0","27","0","0"
"7","10","6","289","58","28","2","235.223","32.712","193624.078","184342.953"
"7","10","7","573","93","28","2","669.224","44.535","521765.563","502218.719"
"7","10","8","707","113","29","2","861.341","51.448","648017.875","623454.75"
"7","10","9","783","125","29","2","947.575","54.04","703029.313","676095.125"
"7","10","10","815","140","29","2","970.332","54.814","716886","689336.813"
"7","10","11","840","144","29","2","987.521","55.283","727713.563","699678.813"
"7","10","12","847","145","30","2","990.629","56.354","725716","697771.188"
"7","10","13","829","151","30","2","984.338","56.214","721666.688","693903.688"
"7","10","14","807","144","30","2","977.734","56.041","717509.5","689932.438"
"7","10","15","347","316","30","2","690.365","49.124","525904.5","506202.594"
"7","10","16","557","159","30","2","763.471","50.104","578521.875","556793.313"
"7","10","17","271","134","29","3","414.338","39.188","332004.875","318882.75"
"7","10","18","127","54","29","3","138.076","31.964","114171.414","106773.867"
"7","10","19","0","0","28","3","0","28","0","0"
"7","10","20","0","0","28","3","0","28","0","0"
