"PVWatts: Hourly PV Performance Data"
"Requested Location:","homestead florida"
"Location:","Lat, Lon: 25.45, -80.46"
"Lat (deg N):","25.45"
"Long (deg W):","80.46"
"Elev (m):","2.5999999046326"
"DC System Size (kW):","1000"
"Module Type:","Standard"
"Array Type:","1-Axis Tracking"
"Array Tilt (deg):","0"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Ground Coverage Ratio:","0.4"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.118"
"Capacity Factor (%)","21.2"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"2","17","13","390","335","23","4","654.091","37.053","528959.188","509142.438"
"2","17","14","854","113","23","4","850.255","41.124","673262.563","647625.313"
"2","17","15","185","253","23","4","423.481","32.543","350677.781","336982.844"
"2","17","16","678","81","22","3","710.691","38.208","571549.313","550095.25"
"2","17","17","413","48","22","3","270.172","28.712","226420.219","216293.156"
"2","17","18","0","0","22","2","0","22","0","0"
"2","17","19","0","0","21","2","0","21","0","0"
"2","17","20","0","0","21","2","0","21","0","0"
"2","17","21","0","0","21","2","0","21","0","0"
"2","17","22","0","0","21","2","0","21","0","0"
"2","17","23","0","0","21","3","0","21","0","0"
"2","18","0","0","0","21","4","0","21","0","0"
"2","18","1","0","0","21","4","0","21","0","0"
"2","18","2","0","0","21","4","0","21","0","0"
"2","18","3","0","0","21","3","0","21","0","0"
"2","18","4","0","0","21","3","0","21","0","0"
"2","18","5","0","0","20","3","0","20","0","0"
"2","18","6","0","0","20","4","0","20","0","0"
"2","18","7","0","1","19","6","0.779","17.862","691.353","0"
"2","18","8","0","5","17","8","3.91","16.08","3500.638","0"
"2","18","9","0","158","16","8","132.826","16.985","118423.141","110930.734"
"2","18","10","0","63","16","7","52.919","15.915","47409.727","41413.418"
"2","18","11","5","198","17","6","191.617","19.277","169049.875","160376.391"
"2","18","12","6","201","17","5","205.345","20.027","180535.625","171580.922"
"2","18","13","0","107","18","5","102.266","19.041","90327.359","83449.289"
"2","18","14","32","282","19","5","294.409","23.652","254483.891","243601.188"
"2","18","15","217","251","19","6","449.676","26.168","383918","369171.281"
"2","18","16","256","150","19","6","406.792","25.617","348049.625","334436.094"
"2","18","17","443","49","18","6","286.525","22.43","247366.172","236677.906"
"2","18","18","0","0","17","7","0","17","0","0"
"2","18","19","0","0","16","7","0","16","0","0"
"2","18","20","0","0","15","8","0","15","0","0"
"2","18","21","0","0","14","8","0","14","0","0"
"2","18","22","0","0","14","8","0","14","0","0"
"2","18","23","0","0","13","8","0","13","0","0"
"2","19","0","0","0","13","8","0","13","0","0"
"2","19","1","0","0","13","8","0","13","0","0"
"2","19","2","0","0","13","8","0","13","0","0"
"2","19","3","0","0","13","8","0","13","0","0"
"2","19","4","0","0","13","9","0","13","0","0"
"2","19","5","0","0","12","9","0","12","0","0"
"2","19","6","0","0","12","10","0","12","0","0"
"2","19","7","522","33","12","10","238.139","14.174","212410.078","202649.266"
"2","19","8","814","58","12","9","790.326","22.104","686668.563","660451.313"
"2","19","9","929","71","12","9","913.26","24.222","786242.188","755507.5"
"2","19","10","987","80","13","9","935.015","25.628","798945.938","767608.438"
"2","19","11","1016","85","13","9","921.906","25.465","787420.188","756629.875"
"2","19","12","1027","87","14","8","911.264","27.327","771042.5","741021.25"
"2","19","13","1020","86","14","8","920.294","27.451","778558.063","748185.125"
"2","19","14","994","83","15","8","935.297","28.692","787470.5","756677.75"
"2","19","15","941","76","15","7","926.808","29.813","776987.125","746687.875"
"2","19","16","837","64","15","7","825.472","28.18","697237","670557.75"
"2","19","17","596","41","14","7","336.444","19.207","294559.094","282546.594"
"2","19","18","0","0","13","7","0","13","0","0"
"2","19","19","0","0","13","7","0","13","0","0"
"2","19","20","0","0","12","6","0","12","0","0"
"2","19","21","0","0","12","6","0","12","0","0"
"2","19","22","0","0","11","7","0","11","0","0"
"2","19","23","0","0","10","6","0","10","0","0"
"2","20","0","0","0","9","6","0","9","0","0"
"2","20","1","0","0","9","6","0","9","0","0"
"2","20","2","0","0","9","6","0","9","0","0"
"2","20","3","0","0","8","6","0","8","0","0"
"2","20","4","0","0","8","6","0","8","0","0"
"2","20","5","0","0","8","6","0","8","0","0"
"2","20","6","0","0","8","6","0","8","0","0"
"2","20","7","527","33","8","7","244.286","10.778","221313.828","211321.094"
"2","20","8","802","60","9","6","785.576","21.919","683203.75","657137"
"2","20","9","906","76","11","6","901.745","26.674","767482.5","737627.063"
"2","20","10","936","96","13","6","911.842","29.013","766840.813","737015.25"
"2","20","11","956","106","14","6","897.852","29.786","751458.563","722343.813"
"2","20","12","956","113","15","6","883.902","30.53","736747.188","708304.063"
"2","20","13","940","114","16","6","887.301","31.578","736145.125","707729.25"
"2","20","14","904","111","17","6","891.991","32.671","736887.563","708438.063"
"2","20","15","839","101","17","6","877.345","32.421","726414.688","698438.438"
"2","20","16","718","84","17","7","755.26","29.022","635496.188","611457"
"2","20","17","450","52","16","7","298.452","20.542","260057.625","249021.375"
"2","20","18","0","0","16","7","0","16","0","0"
"2","20","19","0","0","16","7","0","16","0","0"
"2","20","20","0","0","16","7","0","16","0","0"
"2","20","21","0","0","16","6","0","16","0","0"
"2","20","22","0","0","16","6","0","16","0","0"
"2","20","23","0","0","17","6","0","17","0","0"
"2","21","0","0","0","17","6","0","17","0","0"
"2","21","1","0","0","17","6","0","17","0","0"
"2","21","2","0","0","17","6","0","17","0","0"
"2","21","3","0","0","17","5","0","17","0","0"
"2","21","4","0","0","17","5","0","17","0","0"
"2","21","5","0","0","18","5","0","18","0","0"
"2","21","6","0","0","18","5","0","18","0","0"
"2","21","7","0","5","18","5","3.898","16.767","3479.152","0"
"2","21","8","0","40","19","5","31.432","18.332","27853.107","22235.887"
"2","21","9","813","97","19","5","855.535","34.433","701495.313","674628.688"
"2","21","10","867","114","20","5","882.493","37.271","712935.25","685562.063"
"2","21","11","900","120","20","5","869.216","37.059","702209.5","675311.438"
"2","21","12","56","370","20","4","415.121","29.415","349103.938","335457.781"
"2","21","13","242","388","20","4","586.706","32.161","486476.625","468225.875"
"2","21","14","877","110","20","4","870.997","38.491","699205.313","672439.563"
"2","21","15","133","259","20","4","385.63","28.786","325266.781","312348.188"
"2","21","16","700","81","20","4","738.04","35.308","602350.188","579669.938"
"2","21","17","441","50","20","3","295.515","27.375","249456.5","238711.313"
"2","21","18","0","0","20","3","0","20","0","0"
"2","21","19","0","0","20","3","0","20","0","0"
"2","21","20","0","0","20","4","0","20","0","0"
"2","21","21","0","0","20","4","0","20","0","0"
"2","21","22","0","0","20","4","0","20","0","0"
"2","21","23","0","0","20","4","0","20","0","0"
"2","22","0","0","0","20","4","0","20","0","0"
"2","22","1","0","0","20","4","0","20","0","0"
"2","22","2","0","0","20","3","0","20","0","0"
"2","22","3","0","0","20","3","0","20","0","0"
"2","22","4","0","0","20","3","0","20","0","0"
"2","22","5","0","0","20","3","0","20","0","0"
"2","22","6","0","0","20","3","0","20","0","0"
"2","22","7","0","22","20","3","17.248","18.809","15250.826","9870.354"
"2","22","8","610","88","21","3","665.705","35.224","543474.5","523107.25"
"2","22","9","746","112","22","3","820.488","41.259","650251.125","625593.938"
"2","22","10","192","329","22","3","494.763","34.207","406364.719","390884.531"
"2","22","11","216","386","22","2","564.979","36.775","458035.031","440795.219"
"2","22","12","167","412","22","2","547.967","36.556","444777.188","427998.344"
"2","22","13","282","382","23","2","619.753","39.305","495981.688","477386.375"
"2","22","14","838","119","23","2","857.407","45.432","664431.813","639173"
"2","22","15","779","106","23","1","834.715","49.633","633293.875","609346.313"
"2","22","16","665","86","22","1","715.951","45.329","555456.813","534629.313"
"2","22","17","413","52","22","1","288.05","32.435","237403.125","226983.828"
"2","22","18","0","0","21","1","0","21","0","0"
"2","22","19","0","0","21","2","0","21","0","0"
"2","22","20","0","0","21","2","0","21","0","0"
"2","22","21","0","0","21","2","0","21","0","0"
"2","22","22","0","0","21","2","0","21","0","0"
"2","22","23","0","0","21","1","0","21","0","0"
"2","23","0","0","0","21","1","0","21","0","0"
"2","23","1","0","0","21","1","0","21","0","0"
"2","23","2","0","0","21","1","0","21","0","0"
"2","23","3","0","0","21","1","0","21","0","0"
"2","23","4","0","0","21","1","0","21","0","0"
"2","23","5","0","0","21","1","0","21","0","0"
"2","23","6","0","0","21","1","0","21","0","0"
"2","23","7","371","42","21","0","223.059","27.717","187637.828","178506.781"
"2","23","8","671","75","22","0","704.185","47.28","540672.063","520411.75"
"2","23","9","801","91","23","1","842.921","49.273","640787.625","616527.75"
"2","23","10","849","109","23","0","866.888","56.5","633273.188","609326.5"
"2","23","11","41","338","24","0","365.328","42.355","288192.188","276363.188"
"2","23","12","894","116","24","0","846.818","54.373","624954.5","601351.938"
"2","23","13","875","121","24","0","850.823","56.974","619243.875","595876.125"
"2","23","14","24","273","25","1","266.909","35.367","218110.578","208201.625"
"2","23","15","34","230","24","1","247.712","31.123","206669.094","197056.266"
"2","23","16","65","160","24","1","220.662","30.192","184873.328","175811.141"
"2","23","17","383","56","23","1","281.077","30.928","233459.719","223145.859"
"2","23","18","0","0","22","1","0","22","0","0"
"2","23","19","0","0","22","1","0","22","0","0"
"2","23","20","0","0","22","2","0","22","0","0"
"2","23","21","0","0","21","2","0","21","0","0"
"2","23","22","0","0","21","2","0","21","0","0"
"2","23","23","0","0","20","2","0","20","0","0"
"2","24","0","0","0","20","2","0","20","0","0"
"2","24","1","0","0","20","3","0","20","0","0"
"2","24","2","0","0","19","2","0","19","0","0"
"2","24","3","0","0","19","2","0","19","0","0"
"2","24","4","0","0","19","1","0","19","0","0"
"2","24","5","0","0","19","1","0","19","0","0"
"2","24","6","0","0","19","1","0","19","0","0"
"2","24","7","323","47","20","1","213.554","24.699","182399","173398.219"
"2","24","8","616","88","21","1","674.686","40.664","536094.938","516008.531"
"2","24","9","753","109","22","0","827.709","53.57","614948.813","591756.875"
"2","24","10","828","120","23","0","863.045","56.317","631178","607318.188"
"2","24","11","867","125","24","0","855.966","57.205","622357.063","598861.5"
"2","24","12","882","126","24","1","850.25","50.991","639182.313","614989.5"
"2","24","13","305","381","24","1","640.033","45.169","497101.219","478465.094"
"2","24","14","529","252","24","2","731.877","43.357","573691.25","552153"
"2","24","15","622","158","24","2","760.575","44.333","593462.375","571139.563"
"2","24","16","544","110","24","2","641.379","41.455","507748.719","488722.219"
"2","24","17","423","53","23","2","298.964","31.363","247776.469","237077.031"
"2","24","18","0","0","22","3","0","22","0","0"
"2","24","19","0","0","22","3","0","22","0","0"
"2","24","20","0","0","21","3","0","21","0","0"
"2","24","21","0","0","21","3","0","21","0","0"
"2","24","22","0","0","20","2","0","20","0","0"
"2","24","23","0","0","20","2","0","20","0","0"
"2","25","0","0","0","20","2","0","20","0","0"
"2","25","1","0","0","20","2","0","20","0","0"
"2","25","2","0","0","20","2","0","20","0","0"
"2","25","3","0","0","20","2","0","20","0","0"
"2","25","4","0","0","20","2","0","20","0","0"
"2","25","5","0","0","20","2","0","20","0","0"
"2","25","6","0","0","20","2","0","20","0","0"
"2","25","7","442","39","21","2","252.205","26.036","213858.766","204060.422"
"2","25","8","717","68","21","2","733.846","39.343","586982.563","564918.5"
"2","25","9","832","85","22","2","868.516","45.073","675028.875","649315.563"
"2","25","10","890","95","23","3","884.946","44.138","690627.25","664237.375"
"2","25","11","398","337","24","3","677.068","40.486","538542.688","518363.344"
"2","25","12","288","404","24","3","641.87","39.205","513972.313","494715.688"
"2","25","13","874","125","25","3","860.328","45.016","667761.25","642360.125"
"2","25","14","345","321","25","3","632.091","40.394","503239.25","484378.594"
"2","25","15","773","111","25","3","842.026","44.586","656108.625","631203.813"
"2","25","16","193","165","24","3","356.481","33.05","294450.75","282441.406"
"2","25","17","429","54","24","3","305.436","30.673","254032.156","243161.859"
"2","25","18","0","0","23","4","0","23","0","0"
"2","25","19","0","0","23","5","0","23","0","0"
"2","25","20","0","0","23","6","0","23","0","0"
"2","25","21","0","0","23","7","0","23","0","0"
"2","25","22","0","0","23","7","0","23","0","0"
"2","25","23","0","0","23","7","0","23","0","0"
"2","26","0","0","0","23","7","0","23","0","0"
"2","26","1","0","0","23","6","0","23","0","0"
"2","26","2","0","0","23","6","0","23","0","0"
"2","26","3","0","0","23","6","0","23","0","0"
"2","26","4","0","0","23","7","0","23","0","0"
"2","26","5","0","0","23","6","0","23","0","0"
"2","26","6","0","0","23","6","0","23","0","0"
"2","26","7","336","50","23","6","227.777","25.937","193528.469","184249.75"
"2","26","8","398","124","24","7","523.502","31.7","435058.906","418613.781"
"2","26","9","380","221","24","7","590.475","33.09","487677.5","469383.406"
"2","26","10","274","328","25","7","582.18","34.043","478536.313","460570.813"
"2","26","11","320","376","25","7","652.155","35.155","532912.25","512946.344"
"2","26","12","258","413","26","6","627.073","36.834","508200.531","489157.344"
"2","26","13","483","318","26","6","733.239","38.654","588535.188","566409.25"
"2","26","14","374","315","26","6","652.323","37.379","527276.625","507523.125"
"2","26","15","452","217","26","5","665.442","38.822","534167.25","514153.875"
"2","26","16","607","98","25","4","687.073","39.719","548764.125","528194.375"
"2","26","17","423","54","25","3","305.331","32.486","251775.031","240966.547"
"2","26","18","0","0","24","3","0","24","0","0"
"2","26","19","0","0","24","2","0","24","0","0"
"2","26","20","0","0","23","2","0","23","0","0"
"2","26","21","0","0","23","2","0","23","0","0"
"2","26","22","0","0","23","2","0","23","0","0"
"2","26","23","0","0","22","3","0","22","0","0"
"2","27","0","0","0","22","3","0","22","0","0"
"2","27","1","0","0","22","3","0","22","0","0"
"2","27","2","0","0","22","3","0","22","0","0"
"2","27","3","0","0","21","4","0","21","0","0"
"2","27","4","0","0","21","4","0","21","0","0"
"2","27","5","0","0","20","5","0","20","0","0"
"2","27","6","0","0","20","5","0","20","0","0"
"2","27","7","272","56","20","4","215.06","23.288","185218.75","176147.984"
"2","27","8","0","116","21","4","100.792","22.251","87719.266","80896.734"
"2","27","9","15","202","21","4","187.565","23.912","161965.188","153462.719"
"2","27","10","737","168","22","3","845.709","40.718","671923.313","646343.625"
"2","27","11","272","389","23","2","625.822","40.344","498390.063","479706.906"
"2","27","12","303","404","23","2","656.419","40.46","522336.375","502768.156"
"2","27","13","770","186","24","2","846.461","46.23","653186.75","628405.625"
"2","27","14","66","329","24","1","373.267","37.505","301761.188","289539.313"
"2","27","15","65","255","24","1","302.926","33.307","250050.594","239289.219"
"2","27","16","0","130","24","2","113.001","26.36","96470.102","89460.219"
"2","27","17","276","73","23","3","260.473","27.999","219774.594","209822.156"
"2","27","18","0","0","23","4","0","23","0","0"
"2","27","19","0","0","22","5","0","22","0","0"
"2","27","20","0","0","22","6","0","22","0","0"
"2","27","21","0","0","22","6","0","22","0","0"
"2","27","22","0","0","22","5","0","22","0","0"
"2","27","23","0","0","22","5","0","22","0","0"
"2","28","0","0","0","22","4","0","22","0","0"
"2","28","1","0","0","22","4","0","22","0","0"
"2","28","2","0","0","22","4","0","22","0","0"
"2","28","3","0","0","23","4","0","23","0","0"
"2","28","4","0","0","23","4","0","23","0","0"
"2","28","5","0","0","23","4","0","23","0","0"
"2","28","6","0","0","23","4","0","23","0","0"
"2","28","7","303","54","23","4","226.127","26.573","191735.063","182501.438"
"2","28","8","8","133","24","4","126.203","25.885","107972.32","100711.859"
"2","28","9","0","164","25","4","137.224","26.938","116829.117","109372.359"
"2","28","10","15","249","25","4","234.303","29.063","197448.078","188070.359"
"2","28","11","0","113","25","4","106.876","26.501","91179.867","84283.586"
"2","28","12","129","422","25","3","529.89","36.287","430846.031","414544.5"
"2","28","13","31","332","25","3","353.067","33.214","291581.125","279654.656"
"2","28","14","379","316","25","3","660.399","39.854","527260.188","507507.313"
"2","28","15","85","263","25","3","330.004","32.995","272808.188","261416.297"
"2","28","16","0","46","24","3","36.188","24.224","31206.045","25524.842"
"2","28","17","54","70","24","4","105.247","25.033","90246.18","83369.844"
"2","28","18","0","0","24","4","0","24","0","0"
"2","28","19","0","0","21","6","0","21","0","0"
"2","28","20","0","0","21","7","0","21","0","0"
"2","28","21","0","0","21","7","0","21","0","0"
"2","28","22","0","0","21","7","0","21","0","0"
"2","28","23","0","0","21","7","0","21","0","0"
"3","1","0","0","0","21","8","0","21","0","0"
"3","1","1","0","0","21","7","0","21","0","0"
"3","1","2","0","0","21","7","0","21","0","0"
"3","1","3","0","0","21","7","0","21","0","0"
"3","1","4","0","0","21","7","0","21","0","0"
"3","1","5","0","0","21","7","0","21","0","0"
"3","1","6","0","0","21","6","0","21","0","0"
"3","1","7","0","27","22","6","21.184","21.272","18520.127","13078.804"
"3","1","8","0","98","22","6","81.495","22.366","70887.398","64417.215"
"3","1","9","11","199","22","6","180.453","24.192","155624.578","147273.578"
"3","1","10","19","263","22","6","251.502","25.574","215482.547","205642.031"
"3","1","11","335","378","23","6","671.475","34.054","551778.313","531092.688"
"3","1","12","914","133","23","6","903.319","38.639","724558.938","696666.125"
"3","1","13","932","116","23","6","916.311","39.161","733214.625","704931.563"
"3","1","14","247","349","23","6","567.427","33.092","468659.031","451045.125"
"3","1","15","846","100","23","6","908.417","38.594","729973.188","701836.625"
"3","1","16","159","173","22","6","337.674","28.039","285813.563","274052.719"
"3","1","17","469","58","22","5","342.281","28.014","288550.281","276711"
"3","1","18","0","0","22","5","0","22","0","0"
"3","1","19","0","0","22","6","0","22","0","0"
"3","1","20","0","0","22","6","0","22","0","0"
"3","1","21","0","0","22","6","0","22","0","0"
"3","1","22","0","0","22","6","0","22","0","0"
"3","1","23","0","0","22","6","0","22","0","0"
"3","2","0","0","0","22","6","0","22","0","0"
"3","2","1","0","0","22","6","0","22","0","0"
"3","2","2","0","0","22","6","0","22","0","0"
"3","2","3","0","0","22","5","0","22","0","0"
"3","2","4","0","0","22","5","0","22","0","0"
"3","2","5","0","0","22","5","0","22","0","0"
"3","2","6","0","0","22","5","0","22","0","0"
"3","2","7","378","56","22","5","267.511","26.006","227480.875","217325.781"
"3","2","8","666","93","23","5","738.38","36.583","599130.938","576580.5"
"3","2","9","116","265","23","5","364.97","30.119","305948.875","293604.375"
"3","2","10","822","146","23","5","901.797","39.877","719680.563","692006.438"
"3","2","11","872","146","23","6","906.212","38.984","725978.375","698021.75"
"3","2","12","342","400","24","6","689.705","36.228","560662.563","539633.375"
"3","2","13","474","328","24","6","744.568","36.907","603106.125","580395.313"
"3","2","14","70","338","24","5","386.97","31.57","322127.688","309303.313"
"3","2","15","35","241","23","5","259.974","27.506","220710.875","210733.938"
"3","2","16","185","172","23","5","359.805","29.244","302787.938","290536.063"
"3","2","17","415","64","23","5","322.318","28.677","270968.75","259628.563"
"3","2","18","0","0","23","5","0","23","0","0"
"3","2","19","0","0","23","5","0","23","0","0"
"3","2","20","0","0","23","5","0","23","0","0"
"3","2","21","0","0","23","5","0","23","0","0"
"3","2","22","0","0","23","5","0","23","0","0"
"3","2","23","0","0","22","5","0","22","0","0"
"3","3","0","0","0","22","6","0","22","0","0"
"3","3","1","0","0","22","6","0","22","0","0"
"3","3","2","0","0","22","6","0","22","0","0"
"3","3","3","0","0","22","6","0","22","0","0"
"3","3","4","0","0","22","5","0","22","0","0"
"3","3","5","0","0","22","5","0","22","0","0"
"3","3","6","0","0","22","5","0","22","0","0"
"3","3","7","414","53","23","5","284.227","27.349","240161.719","229668.313"
"3","3","8","201","159","23","5","360.547","29.298","303301.688","291034.781"
"3","3","9","263","254","23","5","525.141","32.615","434863.25","418424.813"
"3","3","10","852","128","24","5","912.39","41.338","722777.313","694964.438"
"3","3","11","886","135","24","6","905.414","39.992","721697.313","693932.938"
"3","3","12","896","138","24","6","899.488","39.881","717163.063","689601.5"
"3","3","13","893","132","24","6","905.403","39.976","721702.938","693938.25"
"3","3","14","864","125","24","6","914.852","40.148","729060.438","700965"
"3","3","15","808","112","24","6","891.709","39.757","712444.813","685093.5"
"3","3","16","338","155","24","6","494.486","32.797","408966.531","393400.094"
"3","3","17","453","60","23","6","341.782","28.588","287447.688","275640.063"
"3","3","18","0","0","23","6","0","23","0","0"
"3","3","19","0","0","23","6","0","23","0","0"
"3","3","20","0","0","23","6","0","23","0","0"
"3","3","21","0","0","23","6","0","23","0","0"
"3","3","22","0","0","23","7","0","23","0","0"
"3","3","23","0","0","23","7","0","23","0","0"
"3","4","0","0","0","23","7","0","23","0","0"
"3","4","1","0","0","23","6","0","23","0","0"
"3","4","2","0","0","22","6","0","22","0","0"
"3","4","3","0","0","22","6","0","22","0","0"
"3","4","4","0","0","22","6","0","22","0","0"
"3","4","5","0","0","22","6","0","22","0","0"
"3","4","6","0","0","22","6","0","22","0","0"
"3","4","7","426","53","23","6","293.743","27.099","248545.484","237825.125"
"3","4","8","685","89","23","7","754.569","34.459","618796.125","595446.75"
"3","4","9","801","111","24","7","888.299","38.1","715701.313","688205"
"3","4","10","880","116","24","7","918.688","38.727","737458.5","708983.063"
"3","4","11","184","408","24","6","568.121","34.12","466916.5","449364.219"
"3","4","12","151","428","25","6","556.934","34.486","456913.969","439713.375"
"3","4","13","917","118","25","6","915.17","40.718","726794","698800.688"
"3","4","14","872","121","25","6","920.54","41.268","729479.188","701364.875"
"3","4","15","792","119","25","6","886.772","40.688","705206.125","678175.75"
"3","4","16","657","104","24","5","751.146","38.821","602869.813","580168.563"
"3","4","17","397","68","24","5","323.169","30.343","269626","258323.438"
"3","4","18","0","0","24","5","0","24","0","0"
"3","4","19","0","0","24","5","0","24","0","0"
"3","4","20","0","0","24","6","0","24","0","0"
"3","4","21","0","0","24","6","0","24","0","0"
"3","4","22","0","0","23","7","0","23","0","0"
"3","4","23","0","0","23","7","0","23","0","0"
"3","5","0","0","0","23","7","0","23","0","0"
"3","5","1","0","0","23","7","0","23","0","0"
"3","5","2","0","0","23","7","0","23","0","0"
"3","5","3","0","0","23","8","0","23","0","0"
"3","5","4","0","0","23","8","0","23","0","0"
"3","5","5","0","0","23","8","0","23","0","0"
"3","5","6","0","0","23","8","0","23","0","0"
"3","5","7","84","68","23","8","131.672","24.056","113373.055","105993.234"
"3","5","8","657","100","24","8","744.574","34.276","611201.313","588162.188"
"3","5","9","793","119","24","7","891.577","38.142","718227.188","690618.125"
"3","5","10","864","128","25","7","927.941","39.891","740600.688","711982.438"
"3","5","11","894","137","25","6","920.036","41.276","728725.813","700645.5"
"3","5","12","895","144","25","5","910.874","42.935","715190.375","687716.75"
"3","5","13","188","419","25","5","582.916","36.635","473166.813","455392.875"
"3","5","14","826","149","25","4","911.289","44.208","711427","684120.875"
"3","5","15","756","137","25","4","881.82","44.221","688743.25","662435.625"
"3","5","16","649","109","25","4","751.327","41.471","595014.688","572629.688"
"3","5","17","419","67","24","4","334.96","31.458","277966.188","266428.75"
"3","5","18","0","0","24","4","0","24","0","0"
"3","5","19","0","0","23","4","0","23","0","0"
"3","5","20","0","0","23","5","0","23","0","0"
"3","5","21","0","0","23","6","0","23","0","0"
"3","5","22","0","0","23","6","0","23","0","0"
"3","5","23","0","0","23","6","0","23","0","0"
"3","6","0","0","0","23","6","0","23","0","0"
"3","6","1","0","0","23","6","0","23","0","0"
"3","6","2","0","0","23","6","0","23","0","0"
"3","6","3","0","0","23","6","0","23","0","0"
"3","6","4","0","0","23","6","0","23","0","0"
"3","6","5","0","0","23","5","0","23","0","0"
"3","6","6","0","0","23","5","0","23","0","0"
"3","6","7","356","65","23","5","283.406","27.333","239773.906","229290.938"
"3","6","8","624","109","24","4","726.904","38.823","583407.375","561485.438"
"3","6","9","123","276","24","4","402.123","32.841","332696.094","319553"
"3","6","10","132","360","25","3","480.715","35.86","391816.813","376814.125"
"3","6","11","834","170","25","3","908.478","45.724","703401.938","676451.25"
"3","6","12","840","177","25","2","899.839","49.199","683938.625","657840"
"3","6","13","857","157","26","2","912.649","50.44","689231.25","662902.313"
"3","6","14","823","150","26","2","912.276","50.466","689215.875","662887.625"
"3","6","15","193","279","26","2","467.147","39.487","373927.813","359501.5"
"3","6","16","635","113","25","2","744.775","44.147","581815.563","559956.688"
"3","6","17","386","72","24","2","327.042","33.415","268903.625","257621.297"
"3","6","18","0","0","24","2","0","24","0","0"
"3","6","19","0","0","24","2","0","24","0","0"
"3","6","20","0","0","23","2","0","23","0","0"
"3","6","21","0","0","23","2","0","23","0","0"
"3","6","22","0","0","23","3","0","23","0","0"
"3","6","23","0","0","23","2","0","23","0","0"
"3","7","0","0","0","23","2","0","23","0","0"
"3","7","1","0","0","23","2","0","23","0","0"
"3","7","2","0","0","23","2","0","23","0","0"
"3","7","3","0","0","22","2","0","22","0","0"
"3","7","4","0","0","22","1","0","22","0","0"
"3","7","5","0","0","23","1","0","23","0","0"
"3","7","6","0","0","23","1","0","23","0","0"
"3","7","7","55","68","23","1","103.312","24.217","88931.336","82083.023"
"3","7","8","34","157","23","1","189.702","27.507","161040.406","152560.125"
"3","7","9","33","237","24","1","255.655","31.003","213441.531","203654.016"
"3","7","10","15","256","24","1","242.449","30.906","202515.125","193008.609"
"3","7","11","6","193","25","1","189.577","30.212","158886.344","150457.609"
"3","7","12","871","156","25","0","908.454","56.223","664790.813","639516.688"
"3","7","13","245","416","25","0","631.04","51.75","473709.188","455915.969"
"3","7","14","153","368","26","0","507.564","47.32","390206.75","375256.438"
"3","7","15","747","138","26","1","878.895","52.344","657701.875","632729.5"
"3","7","16","633","112","26","1","743.549","50.051","563166.5","542040"
"3","7","17","246","72","25","1","237.392","34.001","194730.953","185421.922"
"3","7","18","0","0","25","2","0","25","0","0"
"3","7","19","0","0","24","3","0","24","0","0"
"3","7","20","0","0","24","3","0","24","0","0"
"3","7","21","0","0","23","2","0","23","0","0"
"3","7","22","0","0","23","2","0","23","0","0"
"3","7","23","0","0","23","3","0","23","0","0"
"3","8","0","0","0","22","3","0","22","0","0"
"3","8","1","0","0","22","4","0","22","0","0"
"3","8","2","0","0","22","5","0","22","0","0"
"3","8","3","0","0","22","6","0","22","0","0"
"3","8","4","0","0","22","6","0","22","0","0"
"3","8","5","0","0","21","6","0","21","0","0"
"3","8","6","0","0","21","6","0","21","0","0"
"3","8","7","450","59","21","6","328.543","25.68","280116.125","268517.688"
"3","8","8","717","90","22","6","792.711","35.26","647644.938","623097.5"
"3","8","9","842","106","22","6","929.552","38.242","748514.875","719535.125"
"3","8","10","895","122","22","5","956.708","40.814","760110.625","730597.125"
"3","8","11","932","126","23","4","950.815","43.777","743675.688","714917.25"
"3","8","12","575","323","23","4","821.85","41.104","651860.5","627135.375"
"3","8","13","949","120","24","3","957.739","46.615","738103.75","709599.063"
"3","8","14","923","114","24","2","962.175","49.889","729189.688","701088.438"
"3","8","15","867","104","24","2","949.453","49.594","721031.313","693296.75"
"3","8","16","763","86","24","3","826.549","43.989","646227.25","621739.438"
"3","8","17","532","58","23","3","394.066","32.887","324741.813","311839"
"3","8","18","0","0","22","4","0","22","0","0"
"3","8","19","0","0","21","5","0","21","0","0"
"3","8","20","0","0","21","5","0","21","0","0"
"3","8","21","0","0","20","6","0","20","0","0"
"3","8","22","0","0","19","6","0","19","0","0"
"3","8","23","0","0","18","6","0","18","0","0"
"3","9","0","0","0","18","6","0","18","0","0"
"3","9","1","0","0","17","6","0","17","0","0"
"3","9","2","0","0","17","5","0","17","0","0"
"3","9","3","0","0","17","5","0","17","0","0"
"3","9","4","0","0","17","5","0","17","0","0"
"3","9","5","0","0","17","4","0","17","0","0"
"3","9","6","0","0","17","3","0","17","0","0"
"3","9","7","54","71","18","3","106.796","18.943","94220.031","87258.602"
"3","9","8","93","173","19","2","262.972","24.657","226230.844","216108.766"
"3","9","9","93","278","19","1","357.042","29.471","300275.594","288097.094"
