Month #,Day,Hour,Timestamp (Hour Ending),Demand (MWh),1 MW DC Array Output (W), 1 MW AC System Output (W),1 MW DC Array Output (MW),1 MW AC System Output (MW),20 MW DC Array Output (W),20 MW AC System Output (W),20 MW DC Output (MW),20 MW AC Output (MW)
1,1,0,1/1/2020 12 a.m. EST,44,0,0,0,0,0,0,0,0
1,1,1,1/1/2020 1 a.m. EST,44,0,0,0,0,0,0,0,0
1,1,2,1/1/2020 2 a.m. EST,43,0,0,0,0,0,0,0,0
1,1,3,1/1/2020 3 a.m. EST,40,0,0,0,0,0,0,0,0
1,1,4,1/1/2020 4 a.m. EST,37,0,0,0,0,0,0,0,0
1,1,5,1/1/2020 5 a.m. EST,35,0,0,0,0,0,0,0,0
1,1,6,1/1/2020 6 a.m. EST,35,0,0,0,0,0,0,0,0
1,1,7,1/1/2020 7 a.m. EST,35,106884.891,99648.328,0.106884891,0.099648328,2137697.75,1992966.625,2.13769775,1.992966625
1,1,8,1/1/2020 8 a.m. EST,34,430510.688,414220.563,0.430510688,0.414220563,8610214,8284411,8.610214,8.284411
1,1,9,1/1/2020 9 a.m. EST,37,411247.688,395605.438,0.411247688,0.395605438,8224954,7912109,8.224954,7.912109
1,1,10,1/1/2020 10 a.m. EST,42,575296.375,553695,0.575296375,0.553695,11505927,11073900,11.505927,11.0739
1,1,11,1/1/2020 11 a.m. EST,47,558422.063,537479.813,0.558422063,0.537479813,11168441,10749596,11.168441,10.749596
1,1,12,1/1/2020 12 p.m. EST,53,548026.75,527485.313,0.54802675,0.527485313,10960535,10549706,10.960535,10.549706
1,1,13,1/1/2020 1 p.m. EST,57,556817.688,535937.563,0.556817688,0.535937563,11136353,10718751,11.136353,10.718751
1,1,14,1/1/2020 2 p.m. EST,61,567575.75,546277.25,0.56757575,0.54627725,11351515,10925545,11.351515,10.925545
1,1,15,1/1/2020 3 p.m. EST,64,486643.031,468386.25,0.486643031,0.46838625,9732860,9367725,9.73286,9.367725
1,1,16,1/1/2020 4 p.m. EST,66,184519.719,175466.328,0.184519719,0.175466328,3690394.5,3509326.5,3.6903945,3.5093265
1,1,17,1/1/2020 5 p.m. EST,64,8134.613,2885.219,0.008134613,0.002885219,162692.25,57704.371,0.16269225,0.057704371
1,1,18,1/1/2020 6 p.m. EST,62,0,0,0,0,0,0,0,0
1,1,19,1/1/2020 7 p.m. EST,66,0,0,0,0,0,0,0,0
1,1,20,1/1/2020 8 p.m. EST,64,0,0,0,0,0,0,0,0
1,1,21,1/1/2020 9 p.m. EST,61,0,0,0,0,0,0,0,0
1,1,22,1/1/2020 10 p.m. EST,58,0,0,0,0,0,0,0,0
1,1,23,1/1/2020 11 p.m. EST,53,0,0,0,0,0,0,0,0
1,2,0,1/2/2020 12 a.m. EST,48,0,0,0,0,0,0,0,0
1,2,1,1/2/2020 1 a.m. EST,42,0,0,0,0,0,0,0,0
1,2,2,1/2/2020 2 a.m. EST,39,0,0,0,0,0,0,0,0
1,2,3,1/2/2020 3 a.m. EST,36,0,0,0,0,0,0,0,0
1,2,4,1/2/2020 4 a.m. EST,35,0,0,0,0,0,0,0,0
1,2,5,1/2/2020 5 a.m. EST,34,0,0,0,0,0,0,0,0
1,2,6,1/2/2020 6 a.m. EST,37,0,0,0,0,0,0,0,0
1,2,7,1/2/2020 7 a.m. EST,39,100312.922,93219.867,0.100312922,0.093219867,2006258.375,1864397.375,2.006258375,1.864397375
1,2,8,1/2/2020 8 a.m. EST,39,405636.469,390180.344,0.405636469,0.390180344,8112729,7803607,8.112729,7.803607
1,2,9,1/2/2020 9 a.m. EST,42,348620.25,334989.063,0.34862025,0.334989063,6972405.5,6699781.5,6.9724055,6.6997815
1,2,10,1/2/2020 10 a.m. EST,48,392580.469,377552.906,0.392580469,0.377552906,7851609.5,7551058,7.8516095,7.551058
1,2,11,1/2/2020 11 a.m. EST,53,348903.969,335264,0.348903969,0.335264,6978079.5,6705280,6.9780795,6.70528
1,2,12,1/2/2020 12 p.m. EST,58,293337.375,281360.188,0.293337375,0.281360188,5866747.5,5627204,5.8667475,5.627204
1,2,13,1/2/2020 1 p.m. EST,62,92015.883,85101.719,0.092015883,0.085101719,1840317.625,1702034.375,1.840317625,1.702034375
1,2,14,1/2/2020 2 p.m. EST,66,103794.125,96625.258,0.103794125,0.096625258,2075882.5,1932505.125,2.0758825,1.932505125
1,2,15,1/2/2020 3 p.m. EST,69,71298.422,64819.758,0.071298422,0.064819758,1425968.375,1296395.25,1.425968375,1.29639525
1,2,16,1/2/2020 4 p.m. EST,70,6780.605,1555.939,0.006780605,0.001555939,135612.109,31118.771,0.135612109,0.031118771
1,2,17,1/2/2020 5 p.m. EST,69,0,0,0,0,0,0,0,0
1,2,18,1/2/2020 6 p.m. EST,70,0,0,0,0,0,0,0,0
1,2,19,1/2/2020 7 p.m. EST,76,0,0,0,0,0,0,0,0
1,2,20,1/2/2020 8 p.m. EST,73,0,0,0,0,0,0,0,0
1,2,21,1/2/2020 9 p.m. EST,70,0,0,0,0,0,0,0,0
1,2,22,1/2/2020 10 p.m. EST,67,0,0,0,0,0,0,0,0
1,2,23,1/2/2020 11 p.m. EST,62,0,0,0,0,0,0,0,0
1,3,0,1/3/2020 12 a.m. EST,58,0,0,0,0,0,0,0,0
1,3,1,1/3/2020 1 a.m. EST,52,0,0,0,0,0,0,0,0
1,3,2,1/3/2020 2 a.m. EST,48,0,0,0,0,0,0,0,0
1,3,3,1/3/2020 3 a.m. EST,46,0,0,0,0,0,0,0,0
1,3,4,1/3/2020 4 a.m. EST,44,0,0,0,0,0,0,0,0
1,3,5,1/3/2020 5 a.m. EST,43,0,0,0,0,0,0,0,0
1,3,6,1/3/2020 6 a.m. EST,45,0,0,0,0,0,0,0,0
1,3,7,1/3/2020 7 a.m. EST,47,93081.305,86144.313,0.093081305,0.086144313,1861626,1722886.25,1.861626,1.72288625
1,3,8,1/3/2020 8 a.m. EST,46,306100.75,293751.813,0.30610075,0.293751813,6122015,5875036,6.122015,5.875036
1,3,9,1/3/2020 9 a.m. EST,50,364808.844,350671.781,0.364808844,0.350671781,7296177,7013436,7.296177,7.013436
1,3,10,1/3/2020 10 a.m. EST,56,307934.719,295531.844,0.307934719,0.295531844,6158694.5,5910637,6.1586945,5.910637
1,3,11,1/3/2020 11 a.m. EST,60,380643.5,366002.219,0.3806435,0.366002219,7612870,7320044.5,7.61287,7.3200445
1,3,12,1/3/2020 12 p.m. EST,65,349094.063,335448.219,0.349094063,0.335448219,6981881.5,6708964,6.9818815,6.708964
1,3,13,1/3/2020 1 p.m. EST,68,293254.719,281279.938,0.293254719,0.281279938,5865094.5,5625598.5,5.8650945,5.6255985
1,3,14,1/3/2020 2 p.m. EST,71,157148.484,148761.219,0.157148484,0.148761219,3142969.75,2975224.25,3.14296975,2.97522425
1,3,15,1/3/2020 3 p.m. EST,73,540669.875,520409.625,0.540669875,0.520409625,10813398,10408193,10.813398,10.408193
1,3,16,1/3/2020 4 p.m. EST,74,364329.75,350207.781,0.36432975,0.350207781,7286594.5,7004156,7.2865945,7.004156
1,3,17,1/3/2020 5 p.m. EST,75,13573.056,8223.657,0.013573056,0.008223657,271461.125,164473.141,0.271461125,0.164473141
1,3,18,1/3/2020 6 p.m. EST,74,0,0,0,0,0,0,0,0
1,3,19,1/3/2020 7 p.m. EST,78,0,0,0,0,0,0,0,0
1,3,20,1/3/2020 8 p.m. EST,76,0,0,0,0,0,0,0,0
1,3,21,1/3/2020 9 p.m. EST,72,0,0,0,0,0,0,0,0
1,3,22,1/3/2020 10 p.m. EST,67,0,0,0,0,0,0,0,0
1,3,23,1/3/2020 11 p.m. EST,63,0,0,0,0,0,0,0,0
1,4,0,1/4/2020 12 a.m. EST,58,0,0,0,0,0,0,0,0
1,4,1,1/4/2020 1 a.m. EST,54,0,0,0,0,0,0,0,0
1,4,2,1/4/2020 2 a.m. EST,51,0,0,0,0,0,0,0,0
1,4,3,1/4/2020 3 a.m. EST,48,0,0,0,0,0,0,0,0
1,4,4,1/4/2020 4 a.m. EST,46,0,0,0,0,0,0,0,0
1,4,5,1/4/2020 5 a.m. EST,45,0,0,0,0,0,0,0,0
1,4,6,1/4/2020 6 a.m. EST,45,0,0,0,0,0,0,0,0
1,4,7,1/4/2020 7 a.m. EST,45,84008.258,77264.32,0.084008258,0.07726432,1680165.25,1545286.375,1.68016525,1.545286375
1,4,8,1/4/2020 8 a.m. EST,44,395213.563,380100.094,0.395213563,0.380100094,7904271.5,7602001.5,7.9042715,7.6020015
1,4,9,1/4/2020 9 a.m. EST,50,320655.156,307874.875,0.320655156,0.307874875,6413103,6157497.5,6.413103,6.1574975
1,4,10,1/4/2020 10 a.m. EST,58,567583.875,546285.063,0.567583875,0.546285063,11351677,10925701,11.351677,10.925701
1,4,11,1/4/2020 11 a.m. EST,64,353905.375,340110.094,0.353905375,0.340110094,7078107.5,6802202,7.0781075,6.802202
1,4,12,1/4/2020 12 p.m. EST,70,382581.594,367877.969,0.382581594,0.367877969,7651632,7357559,7.651632,7.357559
1,4,13,1/4/2020 1 p.m. EST,74,324758.844,311855.5,0.324758844,0.3118555,6495176.5,6237110,6.4951765,6.23711
1,4,14,1/4/2020 2 p.m. EST,78,309044.813,296609.25,0.309044813,0.29660925,6180896,5932184.5,6.180896,5.9321845
1,4,15,1/4/2020 3 p.m. EST,81,126564.813,118888.906,0.126564813,0.118888906,2531296.25,2377778,2.53129625,2.377778
1,4,16,1/4/2020 4 p.m. EST,82,23086.213,17559.238,0.023086213,0.017559238,461724.25,351184.75,0.46172425,0.35118475
1,4,17,1/4/2020 5 p.m. EST,80,2027.281,0,0.002027281,0,40545.629,0,0.040545629,0
1,4,18,1/4/2020 6 p.m. EST,79,0,0,0,0,0,0,0,0
1,4,19,1/4/2020 7 p.m. EST,80,0,0,0,0,0,0,0,0
1,4,20,1/4/2020 8 p.m. EST,75,0,0,0,0,0,0,0,0
1,4,21,1/4/2020 9 p.m. EST,70,0,0,0,0,0,0,0,0
1,4,22,1/4/2020 10 p.m. EST,66,0,0,0,0,0,0,0,0
1,4,23,1/4/2020 11 p.m. EST,61,0,0,0,0,0,0,0,0
1,5,0,1/5/2020 12 a.m. EST,52,0,0,0,0,0,0,0,0
1,5,1,1/5/2020 1 a.m. EST,47,0,0,0,0,0,0,0,0
1,5,2,1/5/2020 2 a.m. EST,42,0,0,0,0,0,0,0,0
1,5,3,1/5/2020 3 a.m. EST,42,0,0,0,0,0,0,0,0
1,5,4,1/5/2020 4 a.m. EST,38,0,0,0,0,0,0,0,0
1,5,5,1/5/2020 5 a.m. EST,36,0,0,0,0,0,0,0,0
1,5,6,1/5/2020 6 a.m. EST,35,0,0,0,0,0,0,0,0
1,5,7,1/5/2020 7 a.m. EST,34,10188.565,4901.531,0.010188565,0.004901531,203771.297,98030.625,0.203771297,0.098030625
1,5,8,1/5/2020 8 a.m. EST,34,408825.156,393263.406,0.408825156,0.393263406,8176503,7865268,8.176503,7.865268
1,5,9,1/5/2020 9 a.m. EST,38,359015.031,345060.156,0.359015031,0.345060156,7180301,6901203,7.180301,6.901203
1,5,10,1/5/2020 10 a.m. EST,43,290586.969,278689.125,0.290586969,0.278689125,5811739.5,5573782.5,5.8117395,5.5737825
1,5,11,1/5/2020 11 a.m. EST,46,253677.609,242817.031,0.253677609,0.242817031,5073552,4856340.5,5.073552,4.8563405
1,5,12,1/5/2020 12 p.m. EST,49,319841.531,307085.563,0.319841531,0.307085563,6396830.5,6141711,6.3968305,6.141711
1,5,13,1/5/2020 1 p.m. EST,51,340944.781,327550.031,0.340944781,0.327550031,6818895.5,6551000.5,6.8188955,6.5510005
1,5,14,1/5/2020 2 p.m. EST,53,480244.188,462217.531,0.480244188,0.462217531,9604884,9244351,9.604884,9.244351
1,5,15,1/5/2020 3 p.m. EST,54,551229.5,530564.938,0.5512295,0.530564938,11024590,10611299,11.02459,10.611299
1,5,16,1/5/2020 4 p.m. EST,56,371850.031,357489.938,0.371850031,0.357489938,7437001,7149798.5,7.437001,7.1497985
1,5,17,1/5/2020 5 p.m. EST,55,17159.109,11743.168,0.017159109,0.011743168,343182.188,234863.344,0.343182188,0.234863344
1,5,18,1/5/2020 6 p.m. EST,56,0,0,0,0,0,0,0,0
1,5,19,1/5/2020 7 p.m. EST,60,0,0,0,0,0,0,0,0
1,5,20,1/5/2020 8 p.m. EST,59,0,0,0,0,0,0,0,0
1,5,21,1/5/2020 9 p.m. EST,57,0,0,0,0,0,0,0,0
1,5,22,1/5/2020 10 p.m. EST,53,0,0,0,0,0,0,0,0
1,5,23,1/5/2020 11 p.m. EST,47,0,0,0,0,0,0,0,0
1,6,0,1/6/2020 12 a.m. EST,41,0,0,0,0,0,0,0,0
1,6,1,1/6/2020 1 a.m. EST,36,0,0,0,0,0,0,0,0
1,6,2,1/6/2020 2 a.m. EST,33,0,0,0,0,0,0,0,0
1,6,3,1/6/2020 3 a.m. EST,31,0,0,0,0,0,0,0,0
1,6,4,1/6/2020 4 a.m. EST,31,0,0,0,0,0,0,0,0
1,6,5,1/6/2020 5 a.m. EST,33,0,0,0,0,0,0,0,0
1,6,6,1/6/2020 6 a.m. EST,37,0,0,0,0,0,0,0,0
1,6,7,1/6/2020 7 a.m. EST,42,104981.344,97786.516,0.104981344,0.097786516,2099627,1955730.375,2.099627,1.955730375
1,6,8,1/6/2020 8 a.m. EST,40,431533.375,415208.469,0.431533375,0.415208469,8630668,8304169.5,8.630668,8.3041695
1,6,9,1/6/2020 9 a.m. EST,39,577093.875,555421.688,0.577093875,0.555421688,11541878,11108433,11.541878,11.108433
1,6,10,1/6/2020 10 a.m. EST,41,579725.063,557948.938,0.579725063,0.557948938,11594501,11158979,11.594501,11.158979
1,6,11,1/6/2020 11 a.m. EST,42,565176.125,543971.375,0.565176125,0.543971375,11303523,10879427,11.303523,10.879427
1,6,12,1/6/2020 12 p.m. EST,44,553149.438,532411,0.553149438,0.532411,11062989,10648220,11.062989,10.64822
1,6,13,1/6/2020 1 p.m. EST,46,558232.5,537297.563,0.5582325,0.537297563,11164650,10745952,11.16465,10.745952
1,6,14,1/6/2020 2 p.m. EST,48,572899.75,551392.625,0.57289975,0.551392625,11457995,11027852,11.457995,11.027852
1,6,15,1/6/2020 3 p.m. EST,48,564209.625,543042.5,0.564209625,0.5430425,11284193,10860850,11.284193,10.86085
1,6,16,1/6/2020 4 p.m. EST,50,399674.031,384414.406,0.399674031,0.384414406,7993480.5,7688288,7.9934805,7.688288
1,6,17,1/6/2020 5 p.m. EST,53,85431.734,78657.703,0.085431734,0.078657703,1708634.625,1573154.125,1.708634625,1.573154125
1,6,18,1/6/2020 6 p.m. EST,56,0,0,0,0,0,0,0,0
1,6,19,1/6/2020 7 p.m. EST,63,0,0,0,0,0,0,0,0
1,6,20,1/6/2020 8 p.m. EST,62,0,0,0,0,0,0,0,0
1,6,21,1/6/2020 9 p.m. EST,60,0,0,0,0,0,0,0,0
1,6,22,1/6/2020 10 p.m. EST,55,0,0,0,0,0,0,0,0
1,6,23,1/6/2020 11 p.m. EST,48,0,0,0,0,0,0,0,0
1,7,0,1/7/2020 12 a.m. EST,42,0,0,0,0,0,0,0,0
1,7,1,1/7/2020 1 a.m. EST,37,0,0,0,0,0,0,0,0
1,7,2,1/7/2020 2 a.m. EST,34,0,0,0,0,0,0,0,0
1,7,3,1/7/2020 3 a.m. EST,32,0,0,0,0,0,0,0,0
1,7,4,1/7/2020 4 a.m. EST,31,0,0,0,0,0,0,0,0
1,7,5,1/7/2020 5 a.m. EST,33,0,0,0,0,0,0,0,0
1,7,6,1/7/2020 6 a.m. EST,37,0,0,0,0,0,0,0,0
1,7,7,1/7/2020 7 a.m. EST,42,98685.102,91627.352,0.098685102,0.091627352,1973702.125,1832547,1.973702125,1.832547
1,7,8,1/7/2020 8 a.m. EST,41,419001.406,403100.063,0.419001406,0.403100063,8380028.5,8062001,8.3800285,8.062001
1,7,9,1/7/2020 9 a.m. EST,41,566839.375,545569.625,0.566839375,0.545569625,11336787,10911393,11.336787,10.911393
1,7,10,1/7/2020 10 a.m. EST,43,313617.938,301047.188,0.313617938,0.301047188,6272359,6020944,6.272359,6.020944
1,7,11,1/7/2020 11 a.m. EST,46,557763.375,536846.625,0.557763375,0.536846625,11155267,10736932,11.155267,10.736932
1,7,12,1/7/2020 12 p.m. EST,49,546122.313,525653.875,0.546122313,0.525653875,10922447,10513077,10.922447,10.513077
1,7,13,1/7/2020 1 p.m. EST,52,350749.688,337052.5,0.350749688,0.3370525,7014993.5,6741050,7.0149935,6.74105
1,7,14,1/7/2020 2 p.m. EST,53,125377.891,117728.883,0.125377891,0.117728883,2507557.75,2354577.75,2.50755775,2.35457775
1,7,15,1/7/2020 3 p.m. EST,55,552315.063,531608.75,0.552315063,0.53160875,11046301,10632175,11.046301,10.632175
1,7,16,1/7/2020 4 p.m. EST,56,390509.031,375548.875,0.390509031,0.375548875,7810180.5,7510977.5,7.8101805,7.5109775
1,7,17,1/7/2020 5 p.m. EST,59,82184.102,75478.602,0.082184102,0.075478602,1643682,1509572,1.643682,1.509572
1,7,18,1/7/2020 6 p.m. EST,62,0,0,0,0,0,0,0,0
1,7,19,1/7/2020 7 p.m. EST,68,0,0,0,0,0,0,0,0
1,7,20,1/7/2020 8 p.m. EST,67,0,0,0,0,0,0,0,0
1,7,21,1/7/2020 9 p.m. EST,64,0,0,0,0,0,0,0,0
1,7,22,1/7/2020 10 p.m. EST,57,0,0,0,0,0,0,0,0
1,7,23,1/7/2020 11 p.m. EST,50,0,0,0,0,0,0,0,0
1,8,0,1/8/2020 12 a.m. EST,42,0,0,0,0,0,0,0,0
1,8,1,1/8/2020 1 a.m. EST,37,0,0,0,0,0,0,0,0
1,8,2,1/8/2020 2 a.m. EST,34,0,0,0,0,0,0,0,0
1,8,3,1/8/2020 3 a.m. EST,32,0,0,0,0,0,0,0,0
1,8,4,1/8/2020 4 a.m. EST,31,0,0,0,0,0,0,0,0
1,8,5,1/8/2020 5 a.m. EST,33,0,0,0,0,0,0,0,0
1,8,6,1/8/2020 6 a.m. EST,37,0,0,0,0,0,0,0,0
1,8,7,1/8/2020 7 a.m. EST,42,92840.797,85908.961,0.092840797,0.085908961,1856815.875,1718179.25,1.856815875,1.71817925
1,8,8,1/8/2020 8 a.m. EST,41,401468.906,386150.281,0.401468906,0.386150281,8029378.5,7723006,8.0293785,7.723006
1,8,9,1/8/2020 9 a.m. EST,40,545621.438,525172.125,0.545621438,0.525172125,10912429,10503443,10.912429,10.503443
1,8,10,1/8/2020 10 a.m. EST,39,565116.875,543914.375,0.565116875,0.543914375,11302338,10878288,11.302338,10.878288
1,8,11,1/8/2020 11 a.m. EST,44,352133.25,338393.094,0.35213325,0.338393094,7042665,6767862,7.042665,6.767862
1,8,12,1/8/2020 12 p.m. EST,46,543978,523591.563,0.543978,0.523591563,10879560,10471831,10.87956,10.471831
1,8,13,1/8/2020 1 p.m. EST,49,555227.875,534409.25,0.555227875,0.53440925,11104558,10688184,11.104558,10.688184
1,8,14,1/8/2020 2 p.m. EST,50,569306.875,547940.688,0.569306875,0.547940688,11386138,10958814,11.386138,10.958814
1,8,15,1/8/2020 3 p.m. EST,53,195965.641,186625.422,0.195965641,0.186625422,3919312.75,3732508.5,3.91931275,3.7325085
1,8,16,1/8/2020 4 p.m. EST,55,105573.883,98366.078,0.105573883,0.098366078,2111477.5,1967321.5,2.1114775,1.9673215
1,8,17,1/8/2020 5 p.m. EST,57,71778.555,65289.98,0.071778555,0.06528998,1435571.125,1305799.625,1.435571125,1.305799625
1,8,18,1/8/2020 6 p.m. EST,60,0,0,0,0,0,0,0,0
1,8,19,1/8/2020 7 p.m. EST,66,0,0,0,0,0,0,0,0
1,8,20,1/8/2020 8 p.m. EST,66,0,0,0,0,0,0,0,0
1,8,21,1/8/2020 9 p.m. EST,63,0,0,0,0,0,0,0,0
1,8,22,1/8/2020 10 p.m. EST,58,0,0,0,0,0,0,0,0
1,8,23,1/8/2020 11 p.m. EST,52,0,0,0,0,0,0,0,0
1,9,0,1/9/2020 12 a.m. EST,46,0,0,0,0,0,0,0,0
1,9,1,1/9/2020 1 a.m. EST,40,0,0,0,0,0,0,0,0
1,9,2,1/9/2020 2 a.m. EST,37,0,0,0,0,0,0,0,0
1,9,3,1/9/2020 3 a.m. EST,35,0,0,0,0,0,0,0,0
1,9,4,1/9/2020 4 a.m. EST,35,0,0,0,0,0,0,0,0
1,9,5,1/9/2020 5 a.m. EST,37,0,0,0,0,0,0,0,0
1,9,6,1/9/2020 6 a.m. EST,42,0,0,0,0,0,0,0,0
1,9,7,1/9/2020 7 a.m. EST,46,98398.516,91346.969,0.098398516,0.091346969,1967970.375,1826939.375,1.967970375,1.826939375
1,9,8,1/9/2020 8 a.m. EST,45,89241.992,82387.063,0.089241992,0.082387063,1784839.75,1647741.25,1.78483975,1.64774125
1,9,9,1/9/2020 9 a.m. EST,45,596544.25,574097.813,0.59654425,0.574097813,11930885,11481956,11.930885,11.481956
1,9,10,1/9/2020 10 a.m. EST,48,608103.25,585190.063,0.60810325,0.585190063,12162065,11703801,12.162065,11.703801
1,9,11,1/9/2020 11 a.m. EST,52,592981.188,570677.625,0.592981188,0.570677625,11859624,11413553,11.859624,11.413553
1,9,12,1/9/2020 12 p.m. EST,54,577741.063,556043.313,0.577741063,0.556043313,11554821,11120866,11.554821,11.120866
1,9,13,1/9/2020 1 p.m. EST,56,589046.188,566899.875,0.589046188,0.566899875,11780923,11337997,11.780923,11.337997
1,9,14,1/9/2020 2 p.m. EST,58,597169.25,574697.75,0.59716925,0.57469775,11943385,11493955,11.943385,11.493955
1,9,15,1/9/2020 3 p.m. EST,59,562971.438,541852.5,0.562971438,0.5418525,11259428,10837050,11.259428,10.83705
1,9,16,1/9/2020 4 p.m. EST,58,377929.875,363375.688,0.377929875,0.363375688,7558598,7267513.5,7.558598,7.2675135
1,9,17,1/9/2020 5 p.m. EST,59,22549.676,17032.807,0.022549676,0.017032807,450993.531,340656.125,0.450993531,0.340656125
1,9,18,1/9/2020 6 p.m. EST,63,0,0,0,0,0,0,0,0
1,9,19,1/9/2020 7 p.m. EST,71,0,0,0,0,0,0,0,0
1,9,20,1/9/2020 8 p.m. EST,71,0,0,0,0,0,0,0,0
1,9,21,1/9/2020 9 p.m. EST,70,0,0,0,0,0,0,0,0
1,9,22,1/9/2020 10 p.m. EST,64,0,0,0,0,0,0,0,0
1,9,23,1/9/2020 11 p.m. EST,59,0,0,0,0,0,0,0,0
1,10,0,1/10/2020 12 a.m. EST,53,0,0,0,0,0,0,0,0
1,10,1,1/10/2020 1 a.m. EST,48,0,0,0,0,0,0,0,0
1,10,2,1/10/2020 2 a.m. EST,44,0,0,0,0,0,0,0,0
1,10,3,1/10/2020 3 a.m. EST,42,0,0,0,0,0,0,0,0
1,10,4,1/10/2020 4 a.m. EST,41,0,0,0,0,0,0,0,0
1,10,5,1/10/2020 5 a.m. EST,43,0,0,0,0,0,0,0,0
1,10,6,1/10/2020 6 a.m. EST,47,0,0,0,0,0,0,0,0
1,10,7,1/10/2020 7 a.m. EST,51,104272.984,97093.656,0.104272984,0.097093656,2085459.75,1941873.125,2.08545975,1.941873125
1,10,8,1/10/2020 8 a.m. EST,50,199158.328,189737.25,0.199158328,0.18973725,3983166.5,3794745,3.9831665,3.794745
1,10,9,1/10/2020 9 a.m. EST,49,463822.531,446379.438,0.463822531,0.446379438,9276451,8927589,9.276451,8.927589
1,10,10,1/10/2020 10 a.m. EST,52,462286.156,444897.156,0.462286156,0.444897156,9245723,8897943,9.245723,8.897943
1,10,11,1/10/2020 11 a.m. EST,56,454100.594,436998.25,0.454100594,0.43699825,9082012,8739965,9.082012,8.739965
1,10,12,1/10/2020 12 p.m. EST,58,487225.938,468948.156,0.487225938,0.468948156,9744519,9378963,9.744519,9.378963
1,10,13,1/10/2020 1 p.m. EST,60,462040.313,444659.938,0.462040313,0.444659938,9240806,8893199,9.240806,8.893199
1,10,14,1/10/2020 2 p.m. EST,60,420963.094,404995.813,0.420963094,0.404995813,8419262,8099916,8.419262,8.099916
1,10,15,1/10/2020 3 p.m. EST,59,203169.766,193646.531,0.203169766,0.193646531,4063395.25,3872930.75,4.06339525,3.87293075
1,10,16,1/10/2020 4 p.m. EST,60,48617.277,42597.098,0.048617277,0.042597098,972345.563,851942,0.972345563,0.851942
1,10,17,1/10/2020 5 p.m. EST,63,6206.425,992.223,0.006206425,0.000992223,124128.5,19844.461,0.1241285,0.019844461
1,10,18,1/10/2020 6 p.m. EST,66,0,0,0,0,0,0,0,0
1,10,19,1/10/2020 7 p.m. EST,72,0,0,0,0,0,0,0,0
1,10,20,1/10/2020 8 p.m. EST,72,0,0,0,0,0,0,0,0
1,10,21,1/10/2020 9 p.m. EST,70,0,0,0,0,0,0,0,0
1,10,22,1/10/2020 10 p.m. EST,65,0,0,0,0,0,0,0,0
1,10,23,1/10/2020 11 p.m. EST,62,0,0,0,0,0,0,0,0
1,11,0,1/11/2020 12 a.m. EST,54,0,0,0,0,0,0,0,0
1,11,1,1/11/2020 1 a.m. EST,53,0,0,0,0,0,0,0,0
1,11,2,1/11/2020 2 a.m. EST,49,0,0,0,0,0,0,0,0
1,11,3,1/11/2020 3 a.m. EST,46,0,0,0,0,0,0,0,0
1,11,4,1/11/2020 4 a.m. EST,44,0,0,0,0,0,0,0,0
1,11,5,1/11/2020 5 a.m. EST,44,0,0,0,0,0,0,0,0
1,11,6,1/11/2020 6 a.m. EST,46,0,0,0,0,0,0,0,0
1,11,7,1/11/2020 7 a.m. EST,47,56774.496,50591.629,0.056774496,0.050591629,1135490,1011832.563,1.13549,1.011832563
1,11,8,1/11/2020 8 a.m. EST,47,68980.398,62549.477,0.068980398,0.062549477,1379608,1250989.5,1.379608,1.2509895
1,11,9,1/11/2020 9 a.m. EST,52,102056.523,94925.555,0.102056523,0.094925555,2041130.5,1898511.125,2.0411305,1.898511125
1,11,10,1/11/2020 10 a.m. EST,58,396964.344,381793.594,0.396964344,0.381793594,7939287,7635872,7.939287,7.635872
1,11,11,1/11/2020 11 a.m. EST,64,376170.125,361672.25,0.376170125,0.36167225,7523402.5,7233445,7.5234025,7.233445
1,11,12,1/11/2020 12 p.m. EST,69,570145.625,548746.563,0.570145625,0.548746563,11402913,10974931,11.402913,10.974931
1,11,13,1/11/2020 1 p.m. EST,71,576175.375,554539.375,0.576175375,0.554539375,11523508,11090788,11.523508,11.090788
1,11,14,1/11/2020 2 p.m. EST,74,583068.813,561160.25,0.583068813,0.56116025,11661376,11223205,11.661376,11.223205
1,11,15,1/11/2020 3 p.m. EST,74,546012.313,525548.063,0.546012313,0.525548063,10920246,10510961,10.920246,10.510961
1,11,16,1/11/2020 4 p.m. EST,74,366730.469,352532.719,0.366730469,0.352532719,7334609.5,7050654.5,7.3346095,7.0506545
1,11,17,1/11/2020 5 p.m. EST,74,55776.988,49614.145,0.055776988,0.049614145,1115539.75,992282.938,1.11553975,0.992282938
1,11,18,1/11/2020 6 p.m. EST,73,0,0,0,0,0,0,0,0
1,11,19,1/11/2020 7 p.m. EST,75,0,0,0,0,0,0,0,0
1,11,20,1/11/2020 8 p.m. EST,73,0,0,0,0,0,0,0,0
1,11,21,1/11/2020 9 p.m. EST,70,0,0,0,0,0,0,0,0
1,11,22,1/11/2020 10 p.m. EST,67,0,0,0,0,0,0,0,0
1,11,23,1/11/2020 11 p.m. EST,64,0,0,0,0,0,0,0,0
1,12,0,1/12/2020 12 a.m. EST,59,0,0,0,0,0,0,0,0
1,12,1,1/12/2020 1 a.m. EST,53,0,0,0,0,0,0,0,0
1,12,2,1/12/2020 2 a.m. EST,49,0,0,0,0,0,0,0,0
1,12,3,1/12/2020 3 a.m. EST,46,0,0,0,0,0,0,0,0
