Month #,Day,Hour,Timestamp (Hour Ending),Demand (MWh),1 MW DC Array Output (W), 1 MW AC System Output (W),1 MW DC Array Output (MW),1 MW AC System Output (MW),20 MW DC Array Output (W),20 MW AC System Output (W),20 MW DC Output (MW),20 MW AC Output (MW)
2,2,18,2/2/2020 6 p.m. EST,54,0,0,0,0,0,0,0,0
2,2,19,2/2/2020 7 p.m. EST,56,0,0,0,0,0,0,0,0
2,2,20,2/2/2020 8 p.m. EST,55,0,0,0,0,0,0,0,0
2,2,21,2/2/2020 9 p.m. EST,52,0,0,0,0,0,0,0,0
2,2,22,2/2/2020 10 p.m. EST,50,0,0,0,0,0,0,0,0
2,2,23,2/2/2020 11 p.m. EST,46,0,0,0,0,0,0,0,0
2,3,0,2/3/2020 12 a.m. EST,41,0,0,0,0,0,0,0,0
2,3,1,2/3/2020 1 a.m. EST,36,0,0,0,0,0,0,0,0
2,3,2,2/3/2020 2 a.m. EST,33,0,0,0,0,0,0,0,0
2,3,3,2/3/2020 3 a.m. EST,31,0,0,0,0,0,0,0,0
2,3,4,2/3/2020 4 a.m. EST,31,0,0,0,0,0,0,0,0
2,3,5,2/3/2020 5 a.m. EST,33,0,0,0,0,0,0,0,0
2,3,6,2/3/2020 6 a.m. EST,39,0,0,0,0,0,0,0,0
2,3,7,2/3/2020 7 a.m. EST,45,113378.648,105998.711,0.113378648,0.105998711,2267573,2119974.25,2.267573,2.11997425
2,3,8,2/3/2020 8 a.m. EST,45,459806.438,442504.531,0.459806438,0.442504531,9196129,8850091,9.196129,8.850091
2,3,9,2/3/2020 9 a.m. EST,43,613056.313,589941.625,0.613056313,0.589941625,12261127,11798833,12.261127,11.798833
2,3,10,2/3/2020 10 a.m. EST,43,633659.438,609696.625,0.633659438,0.609696625,12673188,12193933,12.673188,12.193933
2,3,11,2/3/2020 11 a.m. EST,44,622208.625,598719.125,0.622208625,0.598719125,12444172,11974383,12.444172,11.974383
2,3,12,2/3/2020 12 p.m. EST,45,600832.688,578213.688,0.600832688,0.578213688,12016654,11564274,12.016654,11.564274
2,3,13,2/3/2020 1 p.m. EST,46,604893.813,582110.75,0.604893813,0.58211075,12097876,11642215,12.097876,11.642215
2,3,14,2/3/2020 2 p.m. EST,47,604980.75,582194.188,0.60498075,0.582194188,12099615,11643883,12.099615,11.643883
2,3,15,2/3/2020 3 p.m. EST,48,585703.313,563690.125,0.585703313,0.563690125,11714066,11273802,11.714066,11.273802
2,3,16,2/3/2020 4 p.m. EST,50,493223.375,474728.406,0.493223375,0.474728406,9864468,9494568,9.864468,9.494568
2,3,17,2/3/2020 5 p.m. EST,54,153923.672,145613.047,0.153923672,0.145613047,3078473.5,2912261,3.0784735,2.912261
2,3,18,2/3/2020 6 p.m. EST,56,0,0,0,0,0,0,0,0
2,3,19,2/3/2020 7 p.m. EST,62,0,0,0,0,0,0,0,0
2,3,20,2/3/2020 8 p.m. EST,64,0,0,0,0,0,0,0,0
2,3,21,2/3/2020 9 p.m. EST,61,0,0,0,0,0,0,0,0
2,3,22,2/3/2020 10 p.m. EST,55,0,0,0,0,0,0,0,0
2,3,23,2/3/2020 11 p.m. EST,47,0,0,0,0,0,0,0,0
2,4,0,2/4/2020 12 a.m. EST,40,0,0,0,0,0,0,0,0
2,4,1,2/4/2020 1 a.m. EST,35,0,0,0,0,0,0,0,0
2,4,2,2/4/2020 2 a.m. EST,33,0,0,0,0,0,0,0,0
2,4,3,2/4/2020 3 a.m. EST,31,0,0,0,0,0,0,0,0
2,4,4,2/4/2020 4 a.m. EST,31,0,0,0,0,0,0,0,0
2,4,5,2/4/2020 5 a.m. EST,33,0,0,0,0,0,0,0,0
2,4,6,2/4/2020 6 a.m. EST,38,0,0,0,0,0,0,0,0
2,4,7,2/4/2020 7 a.m. EST,43,110401.898,103087.875,0.110401898,0.103087875,2208038,2061757.5,2.208038,2.0617575
2,4,8,2/4/2020 8 a.m. EST,42,453935.469,436838.875,0.453935469,0.436838875,9078709,8736777,9.078709,8.736777
2,4,9,2/4/2020 9 a.m. EST,41,604494.188,581727.25,0.604494188,0.58172725,12089884,11634545,12.089884,11.634545
2,4,10,2/4/2020 10 a.m. EST,43,630310.188,606486.375,0.630310188,0.606486375,12606204,12129727,12.606204,12.129727
2,4,11,2/4/2020 11 a.m. EST,45,625727.188,602092.75,0.625727188,0.60209275,12514543,12041855,12.514543,12.041855
2,4,12,2/4/2020 12 p.m. EST,48,612506.188,589413.938,0.612506188,0.589413938,12250124,11788278,12.250124,11.788278
2,4,13,2/4/2020 1 p.m. EST,50,467722.688,450141.906,0.467722688,0.450141906,9354454,9002838,9.354454,9.002838
2,4,14,2/4/2020 2 p.m. EST,53,397509.969,382321.344,0.397509969,0.382321344,7950199,7646426.5,7.950199,7.6464265
2,4,15,2/4/2020 3 p.m. EST,55,110878.25,103553.703,0.11087825,0.103553703,2217565,2071074.125,2.217565,2.071074125
2,4,16,2/4/2020 4 p.m. EST,58,507286.406,488276.938,0.507286406,0.488276938,10145728,9765539,10.145728,9.765539
2,4,17,2/4/2020 5 p.m. EST,60,158916.641,150487.188,0.158916641,0.150487188,3178332.75,3009743.5,3.17833275,3.0097435
2,4,18,2/4/2020 6 p.m. EST,63,0,0,0,0,0,0,0,0
2,4,19,2/4/2020 7 p.m. EST,69,0,0,0,0,0,0,0,0
2,4,20,2/4/2020 8 p.m. EST,70,0,0,0,0,0,0,0,0
2,4,21,2/4/2020 9 p.m. EST,67,0,0,0,0,0,0,0,0
2,4,22,2/4/2020 10 p.m. EST,60,0,0,0,0,0,0,0,0
2,4,23,2/4/2020 11 p.m. EST,52,0,0,0,0,0,0,0,0
2,5,0,2/5/2020 12 a.m. EST,45,0,0,0,0,0,0,0,0
2,5,1,2/5/2020 1 a.m. EST,39,0,0,0,0,0,0,0,0
2,5,2,2/5/2020 2 a.m. EST,36,0,0,0,0,0,0,0,0
2,5,3,2/5/2020 3 a.m. EST,33,0,0,0,0,0,0,0,0
2,5,4,2/5/2020 4 a.m. EST,33,0,0,0,0,0,0,0,0
2,5,5,2/5/2020 5 a.m. EST,34,0,0,0,0,0,0,0,0
2,5,6,2/5/2020 6 a.m. EST,39,0,0,0,0,0,0,0,0
2,5,7,2/5/2020 7 a.m. EST,44,6158.932,945.595,0.006158932,0.000945595,123178.633,18911.896,0.123178633,0.018911896
2,5,8,2/5/2020 8 a.m. EST,43,60337.473,54082.766,0.060337473,0.054082766,1206749.375,1081655.25,1.206749375,1.08165525
2,5,9,2/5/2020 9 a.m. EST,44,26808.217,21210.85,0.026808217,0.02121085,536164.313,424217,0.536164313,0.424217
2,5,10,2/5/2020 10 a.m. EST,48,92022.516,85108.211,0.092022516,0.085108211,1840450.25,1702164.125,1.84045025,1.702164125
2,5,11,2/5/2020 11 a.m. EST,51,228248.094,218072.688,0.228248094,0.218072688,4564962,4361454,4.564962,4.361454
2,5,12,2/5/2020 12 p.m. EST,55,175606.25,166772.828,0.17560625,0.166772828,3512125,3335456.75,3.512125,3.33545675
2,5,13,2/5/2020 1 p.m. EST,58,181842.875,172855.859,0.181842875,0.172855859,3636857.5,3457117,3.6368575,3.457117
2,5,14,2/5/2020 2 p.m. EST,61,133651.313,125813.672,0.133651313,0.125813672,2673026.25,2516273.5,2.67302625,2.5162735
2,5,15,2/5/2020 3 p.m. EST,63,100334.234,93240.727,0.100334234,0.093240727,2006684.75,1864814.5,2.00668475,1.8648145
2,5,16,2/5/2020 4 p.m. EST,65,50929.387,44863.344,0.050929387,0.044863344,1018587.688,897266.875,1.018587688,0.897266875
2,5,17,2/5/2020 5 p.m. EST,68,4095.292,0,0.004095292,0,81905.836,0,0.081905836,0
2,5,18,2/5/2020 6 p.m. EST,70,0,0,0,0,0,0,0,0
2,5,19,2/5/2020 7 p.m. EST,74,0,0,0,0,0,0,0,0
2,5,20,2/5/2020 8 p.m. EST,76,0,0,0,0,0,0,0,0
2,5,21,2/5/2020 9 p.m. EST,72,0,0,0,0,0,0,0,0
2,5,22,2/5/2020 10 p.m. EST,67,0,0,0,0,0,0,0,0
2,5,23,2/5/2020 11 p.m. EST,59,0,0,0,0,0,0,0,0
2,6,0,2/6/2020 12 a.m. EST,52,0,0,0,0,0,0,0,0
2,6,1,2/6/2020 1 a.m. EST,45,0,0,0,0,0,0,0,0
2,6,2,2/6/2020 2 a.m. EST,43,0,0,0,0,0,0,0,0
2,6,3,2/6/2020 3 a.m. EST,41,0,0,0,0,0,0,0,0
2,6,4,2/6/2020 4 a.m. EST,40,0,0,0,0,0,0,0,0
2,6,5,2/6/2020 5 a.m. EST,39,0,0,0,0,0,0,0,0
2,6,6,2/6/2020 6 a.m. EST,46,0,0,0,0,0,0,0,0
2,6,7,2/6/2020 7 a.m. EST,51,129437.266,121696.023,0.129437266,0.121696023,2588745.25,2433920.5,2.58874525,2.4339205
2,6,8,2/6/2020 8 a.m. EST,50,496393.75,477783.438,0.49639375,0.477783438,9927875,9555669,9.927875,9.555669
2,6,9,2/6/2020 9 a.m. EST,50,644143.25,619742.875,0.64414325,0.619742875,12882865,12394858,12.882865,12.394858
2,6,10,2/6/2020 10 a.m. EST,55,676731.375,650944.688,0.676731375,0.650944688,13534627,13018893,13.534627,13.018893
2,6,11,2/6/2020 11 a.m. EST,59,658235.438,633240.375,0.658235438,0.633240375,13164708,12664808,13.164708,12.664808
2,6,12,2/6/2020 12 p.m. EST,64,427446.625,411260.469,0.427446625,0.411260469,8548932,8225209,8.548932,8.225209
2,6,13,2/6/2020 1 p.m. EST,68,460548,443220.063,0.460548,0.443220063,9210960,8864401,9.21096,8.864401
2,6,14,2/6/2020 2 p.m. EST,71,524219.5,504580.781,0.5242195,0.504580781,10484390,10091615,10.48439,10.091615
2,6,15,2/6/2020 3 p.m. EST,71,653982.375,629167.625,0.653982375,0.629167625,13079648,12583352,13.079648,12.583352
2,6,16,2/6/2020 4 p.m. EST,73,548206.063,527657.688,0.548206063,0.527657688,10964121,10553154,10.964121,10.553154
2,6,17,2/6/2020 5 p.m. EST,77,176296.984,167446.641,0.176296984,0.167446641,3525939.75,3348932.75,3.52593975,3.34893275
2,6,18,2/6/2020 6 p.m. EST,78,0,0,0,0,0,0,0,0
2,6,19,2/6/2020 7 p.m. EST,82,0,0,0,0,0,0,0,0
2,6,20,2/6/2020 8 p.m. EST,84,0,0,0,0,0,0,0,0
2,6,21,2/6/2020 9 p.m. EST,82,0,0,0,0,0,0,0,0
2,6,22,2/6/2020 10 p.m. EST,76,0,0,0,0,0,0,0,0
2,6,23,2/6/2020 11 p.m. EST,68,0,0,0,0,0,0,0,0
2,7,0,2/7/2020 12 a.m. EST,61,0,0,0,0,0,0,0,0
2,7,1,2/7/2020 1 a.m. EST,55,0,0,0,0,0,0,0,0
2,7,2,2/7/2020 2 a.m. EST,51,0,0,0,0,0,0,0,0
2,7,3,2/7/2020 3 a.m. EST,49,0,0,0,0,0,0,0,0
2,7,4,2/7/2020 4 a.m. EST,48,0,0,0,0,0,0,0,0
2,7,5,2/7/2020 5 a.m. EST,48,0,0,0,0,0,0,0,0
2,7,6,2/7/2020 6 a.m. EST,53,0,0,0,0,0,0,0,0
2,7,7,2/7/2020 7 a.m. EST,57,35020.551,29266.045,0.035020551,0.029266045,700411,585320.875,0.700411,0.585320875
2,7,8,2/7/2020 8 a.m. EST,51,210129.188,200427.328,0.210129188,0.200427328,4202584,4008546.5,4.202584,4.0085465
2,7,9,2/7/2020 9 a.m. EST,47,522034.313,502477.375,0.522034313,0.502477375,10440686,10049548,10.440686,10.049548
2,7,10,2/7/2020 10 a.m. EST,48,498824.219,480125.219,0.498824219,0.480125219,9976484,9602504,9.976484,9.602504
2,7,11,2/7/2020 11 a.m. EST,49,588158.75,566047.875,0.58815875,0.566047875,11763175,11320957,11.763175,11.320957
2,7,12,2/7/2020 12 p.m. EST,49,561577.313,540512.625,0.561577313,0.540512625,11231547,10810253,11.231547,10.810253
2,7,13,2/7/2020 1 p.m. EST,49,558105.688,537175.688,0.558105688,0.537175688,11162113,10743514,11.162113,10.743514
2,7,14,2/7/2020 2 p.m. EST,49,525855.125,506155.063,0.525855125,0.506155063,10517103,10123101,10.517103,10.123101
2,7,15,2/7/2020 3 p.m. EST,50,674432.313,648744.688,0.674432313,0.648744688,13488646,12974894,13.488646,12.974894
2,7,16,2/7/2020 4 p.m. EST,51,384655.938,369885.406,0.384655938,0.369885406,7693119,7397708,7.693119,7.397708
2,7,17,2/7/2020 5 p.m. EST,53,202111.609,192615.375,0.202111609,0.192615375,4042232,3852307.5,4.042232,3.8523075
2,7,18,2/7/2020 6 p.m. EST,57,0,0,0,0,0,0,0,0
2,7,19,2/7/2020 7 p.m. EST,63,0,0,0,0,0,0,0,0
2,7,20,2/7/2020 8 p.m. EST,63,0,0,0,0,0,0,0,0
2,7,21,2/7/2020 9 p.m. EST,59,0,0,0,0,0,0,0,0
2,7,22,2/7/2020 10 p.m. EST,54,0,0,0,0,0,0,0,0
2,7,23,2/7/2020 11 p.m. EST,49,0,0,0,0,0,0,0,0
2,8,0,2/8/2020 12 a.m. EST,44,0,0,0,0,0,0,0,0
2,8,1,2/8/2020 1 a.m. EST,39,0,0,0,0,0,0,0,0
2,8,2,2/8/2020 2 a.m. EST,35,0,0,0,0,0,0,0,0
2,8,3,2/8/2020 3 a.m. EST,33,0,0,0,0,0,0,0,0
2,8,4,2/8/2020 4 a.m. EST,32,0,0,0,0,0,0,0,0
2,8,5,2/8/2020 5 a.m. EST,31,0,0,0,0,0,0,0,0
2,8,6,2/8/2020 6 a.m. EST,33,0,0,0,0,0,0,0,0
2,8,7,2/8/2020 7 a.m. EST,35,144554.109,136463.984,0.144554109,0.136463984,2891082.25,2729279.75,2.89108225,2.72927975
2,8,8,2/8/2020 8 a.m. EST,36,520472.5,500973.938,0.5204725,0.500973938,10409450,10019479,10.40945,10.019479
2,8,9,2/8/2020 9 a.m. EST,40,656168.5,631261.188,0.6561685,0.631261188,13123370,12625223,13.12337,12.625223
2,8,10,2/8/2020 10 a.m. EST,44,236242.25,225854.047,0.23624225,0.225854047,4724845,4517081,4.724845,4.517081
2,8,11,2/8/2020 11 a.m. EST,47,654199.375,629375.438,0.654199375,0.629375438,13083988,12587509,13.083988,12.587509
2,8,12,2/8/2020 12 p.m. EST,48,473435.375,455651.906,0.473435375,0.455651906,9468708,9113038,9.468708,9.113038
2,8,13,2/8/2020 1 p.m. EST,49,649268.75,624652.938,0.64926875,0.624652938,12985375,12493059,12.985375,12.493059
2,8,14,2/8/2020 2 p.m. EST,49,656946,632005.688,0.656946,0.632005688,13138920,12640114,13.13892,12.640114
2,8,15,2/8/2020 3 p.m. EST,51,652843.938,628077.313,0.652843938,0.628077313,13056879,12561546,13.056879,12.561546
2,8,16,2/8/2020 4 p.m. EST,51,568562.563,547225.5,0.568562563,0.5472255,11371252,10944510,11.371252,10.94451
2,8,17,2/8/2020 5 p.m. EST,52,207568.672,197932.75,0.207568672,0.19793275,4151373.5,3958654.75,4.1513735,3.95865475
2,8,18,2/8/2020 6 p.m. EST,54,0,0,0,0,0,0,0,0
2,8,19,2/8/2020 7 p.m. EST,58,0,0,0,0,0,0,0,0
2,8,20,2/8/2020 8 p.m. EST,59,0,0,0,0,0,0,0,0
2,8,21,2/8/2020 9 p.m. EST,57,0,0,0,0,0,0,0,0
2,8,22,2/8/2020 10 p.m. EST,55,0,0,0,0,0,0,0,0
2,8,23,2/8/2020 11 p.m. EST,51,0,0,0,0,0,0,0,0
2,9,0,2/9/2020 12 a.m. EST,46,0,0,0,0,0,0,0,0
2,9,1,2/9/2020 1 a.m. EST,42,0,0,0,0,0,0,0,0
2,9,2,2/9/2020 2 a.m. EST,39,0,0,0,0,0,0,0,0
2,9,3,2/9/2020 3 a.m. EST,36,0,0,0,0,0,0,0,0
2,9,4,2/9/2020 4 a.m. EST,35,0,0,0,0,0,0,0,0
2,9,5,2/9/2020 5 a.m. EST,34,0,0,0,0,0,0,0,0
2,9,6,2/9/2020 6 a.m. EST,35,0,0,0,0,0,0,0,0
2,9,7,2/9/2020 7 a.m. EST,36,1383.558,0,0.001383558,0,27671.154,0,0.027671154,0
2,9,8,2/9/2020 8 a.m. EST,38,11730.583,6415.188,0.011730583,0.006415188,234611.656,128303.75,0.234611656,0.12830375
2,9,9,2/9/2020 9 a.m. EST,44,128401.594,120683.938,0.128401594,0.120683938,2568031.75,2413678.75,2.56803175,2.41367875
2,9,10,2/9/2020 10 a.m. EST,51,172786.797,164022.359,0.172786797,0.164022359,3455736,3280447.25,3.455736,3.28044725
2,9,11,2/9/2020 11 a.m. EST,56,462603.719,445203.531,0.462603719,0.445203531,9252074,8904070,9.252074,8.90407
2,9,12,2/9/2020 12 p.m. EST,59,625376.875,601756.938,0.625376875,0.601756938,12507538,12035139,12.507538,12.035139
2,9,13,2/9/2020 1 p.m. EST,61,631605.563,607728.063,0.631605563,0.607728063,12632112,12154561,12.632112,12.154561
2,9,14,2/9/2020 2 p.m. EST,62,407734.063,392208.5,0.407734063,0.3922085,8154681.5,7844170.5,8.1546815,7.8441705
2,9,15,2/9/2020 3 p.m. EST,64,385403.25,370608.594,0.38540325,0.370608594,7708065,7412171.5,7.708065,7.4121715
2,9,16,2/9/2020 4 p.m. EST,63,541329.688,521044.281,0.541329688,0.521044281,10826594,10420886,10.826594,10.420886
2,9,17,2/9/2020 5 p.m. EST,63,187023.422,177907.719,0.187023422,0.177907719,3740468.5,3558154.25,3.7404685,3.55815425
2,9,18,2/9/2020 6 p.m. EST,62,0,0,0,0,0,0,0,0
2,9,19,2/9/2020 7 p.m. EST,65,0,0,0,0,0,0,0,0
2,9,20,2/9/2020 8 p.m. EST,68,0,0,0,0,0,0,0,0
2,9,21,2/9/2020 9 p.m. EST,66,0,0,0,0,0,0,0,0
2,9,22,2/9/2020 10 p.m. EST,64,0,0,0,0,0,0,0,0
2,9,23,2/9/2020 11 p.m. EST,59,0,0,0,0,0,0,0,0
2,10,0,2/10/2020 12 a.m. EST,53,0,0,0,0,0,0,0,0
2,10,1,2/10/2020 1 a.m. EST,47,0,0,0,0,0,0,0,0
2,10,2,2/10/2020 2 a.m. EST,43,0,0,0,0,0,0,0,0
2,10,3,2/10/2020 3 a.m. EST,41,0,0,0,0,0,0,0,0
2,10,4,2/10/2020 4 a.m. EST,40,0,0,0,0,0,0,0,0
2,10,5,2/10/2020 5 a.m. EST,42,0,0,0,0,0,0,0,0
2,10,6,2/10/2020 6 a.m. EST,46,0,0,0,0,0,0,0,0
2,10,7,2/10/2020 7 a.m. EST,50,163978.906,155428.016,0.163978906,0.155428016,3279578,3108560.25,3.279578,3.10856025
2,10,8,2/10/2020 8 a.m. EST,49,566627.063,545365.625,0.566627063,0.545365625,11332541,10907313,11.332541,10.907313
2,10,9,2/10/2020 9 a.m. EST,48,344242.156,330746.094,0.344242156,0.330746094,6884843,6614922,6.884843,6.614922
2,10,10,2/10/2020 10 a.m. EST,52,454879.125,437749.625,0.454879125,0.437749625,9097582,8754992,9.097582,8.754992
2,10,11,2/10/2020 11 a.m. EST,57,692595.75,666119.875,0.69259575,0.666119875,13851915,13322397,13.851915,13.322397
2,10,12,2/10/2020 12 p.m. EST,60,684327.688,658212.125,0.684327688,0.658212125,13686553,13164243,13.686553,13.164243
2,10,13,2/10/2020 1 p.m. EST,62,686895.313,660668.188,0.686895313,0.660668188,13737906,13213363,13.737906,13.213363
2,10,14,2/10/2020 2 p.m. EST,63,705295.813,678261.438,0.705295813,0.678261438,14105916,13565229,14.105916,13.565229
2,10,15,2/10/2020 3 p.m. EST,63,692985.75,666492.813,0.69298575,0.666492813,13859715,13329856,13.859715,13.329856
2,10,16,2/10/2020 4 p.m. EST,63,598929.063,576386.75,0.598929063,0.57638675,11978581,11527734,11.978581,11.527734
2,10,17,2/10/2020 5 p.m. EST,64,216527.188,206659.5,0.216527188,0.2066595,4330543.5,4133190,4.3305435,4.13319
2,10,18,2/10/2020 6 p.m. EST,67,0,0,0,0,0,0,0,0
2,10,19,2/10/2020 7 p.m. EST,74,0,0,0,0,0,0,0,0
2,10,20,2/10/2020 8 p.m. EST,76,0,0,0,0,0,0,0,0
2,10,21,2/10/2020 9 p.m. EST,73,0,0,0,0,0,0,0,0
2,10,22,2/10/2020 10 p.m. EST,67,0,0,0,0,0,0,0,0
2,10,23,2/10/2020 11 p.m. EST,61,0,0,0,0,0,0,0,0
2,11,0,2/11/2020 12 a.m. EST,53,0,0,0,0,0,0,0,0
2,11,1,2/11/2020 1 a.m. EST,48,0,0,0,0,0,0,0,0
2,11,2,2/11/2020 2 a.m. EST,44,0,0,0,0,0,0,0,0
2,11,3,2/11/2020 3 a.m. EST,42,0,0,0,0,0,0,0,0
2,11,4,2/11/2020 4 a.m. EST,40,0,0,0,0,0,0,0,0
2,11,5,2/11/2020 5 a.m. EST,41,0,0,0,0,0,0,0,0
2,11,6,2/11/2020 6 a.m. EST,47,0,0,0,0,0,0,0,0
2,11,7,2/11/2020 7 a.m. EST,51,160902,152425.031,0.160902,0.152425031,3218040,3048500.5,3.21804,3.0485005
2,11,8,2/11/2020 8 a.m. EST,50,572311.313,550827.313,0.572311313,0.550827313,11446226,11016546,11.446226,11.016546
2,11,9,2/11/2020 9 a.m. EST,50,696813.25,670152.563,0.69681325,0.670152563,13936265,13403051,13.936265,13.403051
2,11,10,2/11/2020 10 a.m. EST,55,712664.813,685303.688,0.712664813,0.685303688,14253296,13706074,14.253296,13.706074
2,11,11,2/11/2020 11 a.m. EST,60,690333.5,663956.438,0.6903335,0.663956438,13806669,13279129,13.806669,13.279129
2,11,12,2/11/2020 12 p.m. EST,63,678323.5,652468.063,0.6783235,0.652468063,13566470,13049361,13.56647,13.049361
2,11,13,2/11/2020 1 p.m. EST,67,680910.063,654942.75,0.680910063,0.65494275,13618202,13098855,13.618202,13.098855
2,11,14,2/11/2020 2 p.m. EST,69,691173.5,664759.813,0.6911735,0.664759813,13823470,13295196,13.82347,13.295196
2,11,15,2/11/2020 3 p.m. EST,70,685197.875,659044.5,0.685197875,0.6590445,13703957,13180890,13.703957,13.18089
2,11,16,2/11/2020 4 p.m. EST,73,599394.938,576833.813,0.599394938,0.576833813,11987898,11536677,11.987898,11.536677
2,11,17,2/11/2020 5 p.m. EST,76,233045.063,222742.25,0.233045063,0.22274225,4660901,4454845,4.660901,4.454845
2,11,18,2/11/2020 6 p.m. EST,77,0,0,0,0,0,0,0,0
2,11,19,2/11/2020 7 p.m. EST,82,0,0,0,0,0,0,0,0
2,11,20,2/11/2020 8 p.m. EST,83,0,0,0,0,0,0,0,0
2,11,21,2/11/2020 9 p.m. EST,79,0,0,0,0,0,0,0,0
2,11,22,2/11/2020 10 p.m. EST,73,0,0,0,0,0,0,0,0
2,11,23,2/11/2020 11 p.m. EST,65,0,0,0,0,0,0,0,0
2,12,0,2/12/2020 12 a.m. EST,58,0,0,0,0,0,0,0,0
2,12,1,2/12/2020 1 a.m. EST,52,0,0,0,0,0,0,0,0
2,12,2,2/12/2020 2 a.m. EST,47,0,0,0,0,0,0,0,0
2,12,3,2/12/2020 3 a.m. EST,44,0,0,0,0,0,0,0,0
2,12,4,2/12/2020 4 a.m. EST,42,0,0,0,0,0,0,0,0
2,12,5,2/12/2020 5 a.m. EST,43,0,0,0,0,0,0,0,0
2,12,6,2/12/2020 6 a.m. EST,48,0,0,0,0,0,0,0,0
2,12,7,2/12/2020 7 a.m. EST,52,153880.125,145570.531,0.153880125,0.145570531,3077602.5,2911410.75,3.0776025,2.91141075
2,12,8,2/12/2020 8 a.m. EST,50,544849.625,524429.875,0.544849625,0.524429875,10896992,10488597,10.896992,10.488597
2,12,9,2/12/2020 9 a.m. EST,53,661696.813,636554.625,0.661696813,0.636554625,13233937,12731093,13.233937,12.731093
2,12,10,2/12/2020 10 a.m. EST,56,393510.844,378452.969,0.393510844,0.378452969,7870217,7569059,7.870217,7.569059
2,12,11,2/12/2020 11 a.m. EST,59,672128.625,646540.125,0.672128625,0.646540125,13442573,12930803,13.442573,12.930803
2,12,12,2/12/2020 12 p.m. EST,63,642822.25,618477.25,0.64282225,0.61847725,12856445,12369545,12.856445,12.369545
2,12,13,2/12/2020 1 p.m. EST,66,221014.75,211029.859,0.22101475,0.211029859,4420295,4220597.5,4.420295,4.2205975
2,12,14,2/12/2020 2 p.m. EST,69,679473.5,653568.375,0.6794735,0.653568375,13589470,13071367,13.58947,13.071367
2,12,15,2/12/2020 3 p.m. EST,73,671262.375,645711.063,0.671262375,0.645711063,13425247,12914222,13.425247,12.914222
2,12,16,2/12/2020 4 p.m. EST,76,580902.625,559079.875,0.580902625,0.559079875,11618052,11181598,11.618052,11.181598
2,12,17,2/12/2020 5 p.m. EST,78,226349.938,216224.719,0.226349938,0.216224719,4526998.5,4324494.5,4.5269985,4.3244945
2,12,18,2/12/2020 6 p.m. EST,79,0,0,0,0,0,0,0,0
2,12,19,2/12/2020 7 p.m. EST,83,0,0,0,0,0,0,0,0
2,12,20,2/12/2020 8 p.m. EST,84,0,0,0,0,0,0,0,0
2,12,21,2/12/2020 9 p.m. EST,80,0,0,0,0,0,0,0,0
2,12,22,2/12/2020 10 p.m. EST,74,0,0,0,0,0,0,0,0
2,12,23,2/12/2020 11 p.m. EST,66,0,0,0,0,0,0,0,0
2,13,0,2/13/2020 12 a.m. EST,58,0,0,0,0,0,0,0,0
2,13,1,2/13/2020 1 a.m. EST,52,0,0,0,0,0,0,0,0
2,13,2,2/13/2020 2 a.m. EST,49,0,0,0,0,0,0,0,0
2,13,3,2/13/2020 3 a.m. EST,47,0,0,0,0,0,0,0,0
2,13,4,2/13/2020 4 a.m. EST,45,0,0,0,0,0,0,0,0
2,13,5,2/13/2020 5 a.m. EST,46,0,0,0,0,0,0,0,0
2,13,6,2/13/2020 6 a.m. EST,50,0,0,0,0,0,0,0,0
2,13,7,2/13/2020 7 a.m. EST,54,160023.797,151567.859,0.160023797,0.151567859,3200476,3031357.25,3.200476,3.03135725
2,13,8,2/13/2020 8 a.m. EST,52,554319.75,533536.125,0.55431975,0.533536125,11086395,10670723,11.086395,10.670723
2,13,9,2/13/2020 9 a.m. EST,53,677825.688,651991.75,0.677825688,0.65199175,13556514,13039835,13.556514,13.039835
2,13,10,2/13/2020 10 a.m. EST,59,691249.125,664832.125,0.691249125,0.664832125,13824982,13296642,13.824982,13.296642
2,13,11,2/13/2020 11 a.m. EST,62,683845.875,657751.313,0.683845875,0.657751313,13676918,13155026,13.676918,13.155026
2,13,12,2/13/2020 12 p.m. EST,66,669021.813,643566.688,0.669021813,0.643566688,13380437,12871333,13.380437,12.871333
2,13,13,2/13/2020 1 p.m. EST,70,672404.063,646803.688,0.672404063,0.646803688,13448081,12936074,13.448081,12.936074
2,13,14,2/13/2020 2 p.m. EST,73,678550.938,652685.688,0.678550938,0.652685688,13571019,13053714,13.571019,13.053714
2,13,15,2/13/2020 3 p.m. EST,76,659751.375,634691.938,0.659751375,0.634691938,13195027,12693838,13.195027,12.693838
2,13,16,2/13/2020 4 p.m. EST,78,561386.25,540328.938,0.56138625,0.540328938,11227725,10806579,11.227725,10.806579
2,13,17,2/13/2020 5 p.m. EST,80,209253.766,199574.469,0.209253766,0.199574469,4185075.25,3991489.25,4.18507525,3.99148925
2,13,18,2/13/2020 6 p.m. EST,80,0,0,0,0,0,0,0,0
2,13,19,2/13/2020 7 p.m. EST,83,0,0,0,0,0,0,0,0
2,13,20,2/13/2020 8 p.m. EST,84,0,0,0,0,0,0,0,0
2,13,21,2/13/2020 9 p.m. EST,81,0,0,0,0,0,0,0,0
2,13,22,2/13/2020 10 p.m. EST,75,0,0,0,0,0,0,0,0
2,13,23,2/13/2020 11 p.m. EST,67,0,0,0,0,0,0,0,0
